Lab,Num,gGSP,file,Metric,Target,Type,MetricName,MetricIsRMSD,MetricIsTM,label,rank_gGSP,rank_Metric,delta_rank_signed,delta_rank_abs
szachniuk,10,0.802,Szachniuk_10,2.668,PZ16b,Synthetic construct,RMSD,True,False,szachniuk_10,47.0,52.0,-5.0,5.0
szachniuk,2,0.846,Szachniuk_2,1.698,PZ16b,Synthetic construct,RMSD,True,False,szachniuk_2,24.0,20.0,4.0,4.0
szachniuk,3,0.859,Szachniuk_3,1.607,PZ16b,Synthetic construct,RMSD,True,False,szachniuk_3,14.0,11.0,3.0,3.0
szachniuk,4,0.829,Szachniuk_4,1.543,PZ16b,Synthetic construct,RMSD,True,False,szachniuk_4,32.0,8.0,24.0,24.0
szachniuk,5,0.817,Szachniuk_5,1.682,PZ16b,Synthetic construct,RMSD,True,False,szachniuk_5,38.0,18.0,20.0,20.0
szachniuk,6,0.826,Szachniuk_6,1.812,PZ16b,Synthetic construct,RMSD,True,False,szachniuk_6,36.0,29.0,7.0,7.0
szachniuk,7,0.804,Szachniuk_7,1.614,PZ16b,Synthetic construct,RMSD,True,False,szachniuk_7,45.0,13.0,32.0,32.0
szachniuk,8,0.812,Szachniuk_8,1.712,PZ16b,Synthetic construct,RMSD,True,False,szachniuk_8,42.0,22.0,20.0,20.0
szachniuk,9,0.774,Szachniuk_9,2.759,PZ16b,Synthetic construct,RMSD,True,False,szachniuk_9,54.0,54.0,0.0,0.0
simrnaas1,1,0.564,simRNAAS1_1,4.228,PZ16b,Synthetic construct,RMSD,True,False,simrnaas1_1,76.0,65.0,11.0,11.0
simrnaas1,2,0.602,simRNAAS1_2,4.952,PZ16b,Synthetic construct,RMSD,True,False,simrnaas1_2,66.0,78.0,-12.0,12.0
simrnaas1,3,0.593,simRNAAS1_3,4.784,PZ16b,Synthetic construct,RMSD,True,False,simrnaas1_3,68.0,75.0,-7.0,7.0
simrnaas2,1,0.589,simRNAAS2_1,3.873,PZ16b,Synthetic construct,RMSD,True,False,simrnaas2_1,69.0,60.0,9.0,9.0
simrnaas2,2,0.615,simRNAAS2_2,4.628,PZ16b,Synthetic construct,RMSD,True,False,simrnaas2_2,63.0,72.0,-9.0,9.0
simrnaas2,3,0.583,simRNAAS2_3,5.049,PZ16b,Synthetic construct,RMSD,True,False,simrnaas2_3,71.0,79.0,-8.0,8.0
simrnaas2,4,0.552,simRNAAS2_4,4.686,PZ16b,Synthetic construct,RMSD,True,False,simrnaas2_4,79.0,73.0,6.0,6.0
simrnaas2,5,0.557,simRNAAS2_5,5.184,PZ16b,Synthetic construct,RMSD,True,False,simrnaas2_5,78.0,80.0,-2.0,2.0
simrnaas2,6,0.635,simRNAAS2_6,4.471,PZ16b,Synthetic construct,RMSD,True,False,simrnaas2_6,62.0,69.0,-7.0,7.0
simrnaas2,7,0.546,simRNAAS2_7,5.597,PZ16b,Synthetic construct,RMSD,True,False,simrnaas2_7,83.0,81.0,2.0,2.0
simrnaas2,8,0.564,simRNAAS2_8,4.373,PZ16b,Synthetic construct,RMSD,True,False,simrnaas2_8,76.0,67.0,9.0,9.0
simrnaas2,9,0.578,simRNAAS2_9,5.7,PZ16b,Synthetic construct,RMSD,True,False,simrnaas2_9,74.0,82.0,-8.0,8.0
adamiak,1,0.376,Adamiak_1,12.311,PZ17,Ribozyme,RMSD,True,False,adamiak_1,67.0,21.0,46.0,46.0
adamiak,2,0.379,Adamiak_2,11.779,PZ17,Ribozyme,RMSD,True,False,adamiak_2,66.0,14.0,52.0,52.0
adamiak,3,0.385,Adamiak_3,12.37,PZ17,Ribozyme,RMSD,True,False,adamiak_3,58.0,22.0,36.0,36.0
bujnicki,1,0.465,Bujnicki_1,13.977,PZ17,Ribozyme,RMSD,True,False,bujnicki_1,18.0,35.0,-17.0,17.0
bujnicki,10,0.434,Bujnicki_10,14.378,PZ17,Ribozyme,RMSD,True,False,bujnicki_10,35.0,40.0,-5.0,5.0
bujnicki,2,0.434,Bujnicki_2,14.378,PZ17,Ribozyme,RMSD,True,False,bujnicki_2,35.0,40.0,-5.0,5.0
bujnicki,3,0.434,Bujnicki_3,14.634,PZ17,Ribozyme,RMSD,True,False,bujnicki_3,35.0,44.0,-9.0,9.0
bujnicki,4,0.431,Bujnicki_4,16.075,PZ17,Ribozyme,RMSD,True,False,bujnicki_4,39.0,66.0,-27.0,27.0
bujnicki,5,0.457,Bujnicki_5,13.952,PZ17,Ribozyme,RMSD,True,False,bujnicki_5,21.0,34.0,-13.0,13.0
bujnicki,6,0.427,Bujnicki_6,14.354,PZ17,Ribozyme,RMSD,True,False,bujnicki_6,40.0,39.0,1.0,1.0
bujnicki,7,0.466,Bujnicki_7,10.863,PZ17,Ribozyme,RMSD,True,False,bujnicki_7,17.0,8.0,9.0,9.0
bujnicki,8,0.481,Bujnicki_8,12.234,PZ17,Ribozyme,RMSD,True,False,bujnicki_8,9.0,19.0,-10.0,10.0
bujnicki,9,0.465,Bujnicki_9,13.977,PZ17,Ribozyme,RMSD,True,False,bujnicki_9,18.0,35.0,-17.0,17.0
chen,1,0.445,Chen_1,16.111,PZ17,Ribozyme,RMSD,True,False,chen_1,28.0,69.0,-41.0,41.0
chen,10,0.294,Chen_10,18.954,PZ17,Ribozyme,RMSD,True,False,chen_10,104.0,99.0,5.0,5.0
chen,2,0.476,Chen_2,11.605,PZ17,Ribozyme,RMSD,True,False,chen_2,12.0,13.0,-1.0,1.0
chen,3,0.328,Chen_3,17.349,PZ17,Ribozyme,RMSD,True,False,chen_3,96.0,87.0,9.0,9.0
chen,4,0.465,Chen_4,15.142,PZ17,Ribozyme,RMSD,True,False,chen_4,18.0,53.0,-35.0,35.0
chen,5,0.47,Chen_5,9.443,PZ17,Ribozyme,RMSD,True,False,chen_5,15.0,7.0,8.0,8.0
chen,6,0.451,Chen_6,14.75,PZ17,Ribozyme,RMSD,True,False,chen_6,23.0,45.0,-22.0,22.0
chen,7,0.394,Chen_7,16.451,PZ17,Ribozyme,RMSD,True,False,chen_7,52.0,72.0,-20.0,20.0
chen,8,0.368,Chen_8,16.607,PZ17,Ribozyme,RMSD,True,False,chen_8,76.0,77.0,-1.0,1.0
chen,9,0.435,Chen_9,15.598,PZ17,Ribozyme,RMSD,True,False,chen_9,34.0,60.0,-26.0,26.0
dasextrainfo,1,0.483,DasExtraInfo_1,11.021,PZ17,Ribozyme,RMSD,True,False,dasextrainfo_1,8.0,10.0,-2.0,2.0
dasextrainfo,2,0.479,DasExtraInfo_2,12.07,PZ17,Ribozyme,RMSD,True,False,dasextrainfo_2,11.0,17.0,-6.0,6.0
dasextrainfo,3,0.492,DasExtraInfo_3,13.227,PZ17,Ribozyme,RMSD,True,False,dasextrainfo_3,7.0,28.0,-21.0,21.0
das,1,0.556,Das_1,8.602,PZ17,Ribozyme,RMSD,True,False,das_1,2.0,4.0,-2.0,2.0
das,10,0.425,Das_10,17.435,PZ17,Ribozyme,RMSD,True,False,das_10,41.0,89.0,-48.0,48.0
das,2,0.469,Das_2,11.25,PZ17,Ribozyme,RMSD,True,False,das_2,16.0,11.0,5.0,5.0
das,3,0.447,Das_3,14.858,PZ17,Ribozyme,RMSD,True,False,das_3,27.0,47.0,-20.0,20.0
das,4,0.504,Das_4,7.134,PZ17,Ribozyme,RMSD,True,False,das_4,4.0,2.0,2.0,2.0
das,5,0.451,Das_5,15.383,PZ17,Ribozyme,RMSD,True,False,das_5,23.0,55.0,-32.0,32.0
das,6,0.471,Das_6,11.509,PZ17,Ribozyme,RMSD,True,False,das_6,14.0,12.0,2.0,2.0
das,7,0.494,Das_7,10.955,PZ17,Ribozyme,RMSD,True,False,das_7,6.0,9.0,-3.0,3.0
das,8,0.554,Das_8,8.673,PZ17,Ribozyme,RMSD,True,False,das_8,3.0,5.0,-2.0,2.0
das,9,0.481,Das_9,8.766,PZ17,Ribozyme,RMSD,True,False,das_9,9.0,6.0,3.0,3.0
ding,1,0.391,Ding_1,15.024,PZ17,Ribozyme,RMSD,True,False,ding_1,54.0,50.0,4.0,4.0
ding,10,0.382,Ding_10,13.39,PZ17,Ribozyme,RMSD,True,False,ding_10,64.0,29.0,35.0,35.0
ding,2,0.339,Ding_2,16.039,PZ17,Ribozyme,RMSD,True,False,ding_2,93.0,65.0,28.0,28.0
ding,3,0.369,Ding_3,14.507,PZ17,Ribozyme,RMSD,True,False,ding_3,74.0,42.0,32.0,32.0
ding,4,0.388,Ding_4,15.745,PZ17,Ribozyme,RMSD,True,False,ding_4,56.0,62.0,-6.0,6.0
ding,5,0.385,Ding_5,16.017,PZ17,Ribozyme,RMSD,True,False,ding_5,58.0,64.0,-6.0,6.0
ding,6,0.362,Ding_6,16.934,PZ17,Ribozyme,RMSD,True,False,ding_6,79.0,82.0,-3.0,3.0
ding,7,0.381,Ding_7,12.86,PZ17,Ribozyme,RMSD,True,False,ding_7,65.0,27.0,38.0,38.0
ding,8,0.372,Ding_8,14.78,PZ17,Ribozyme,RMSD,True,False,ding_8,72.0,46.0,26.0,26.0
ding,9,0.372,Ding_9,16.729,PZ17,Ribozyme,RMSD,True,False,ding_9,72.0,79.0,-7.0,7.0
dokholyan,1,0.335,Dokholyan_1,21.751,PZ17,Ribozyme,RMSD,True,False,dokholyan_1,95.0,107.0,-12.0,12.0
dokholyan,2,0.385,Dokholyan_2,16.275,PZ17,Ribozyme,RMSD,True,False,dokholyan_2,58.0,70.0,-12.0,12.0
dokholyan,3,0.45,Dokholyan_3,15.03,PZ17,Ribozyme,RMSD,True,False,dokholyan_3,25.0,51.0,-26.0,26.0
major,1,0.369,Major_1,16.811,PZ17,Ribozyme,RMSD,True,False,major_1,74.0,81.0,-7.0,7.0
major,10,0.304,Major_10,13.402,PZ17,Ribozyme,RMSD,True,False,major_10,103.0,30.0,73.0,73.0
major,2,0.356,Major_2,18.04,PZ17,Ribozyme,RMSD,True,False,major_2,82.0,92.0,-10.0,10.0
major,3,0.365,Major_3,17.046,PZ17,Ribozyme,RMSD,True,False,major_3,77.0,85.0,-8.0,8.0
major,4,0.352,Major_4,18.687,PZ17,Ribozyme,RMSD,True,False,major_4,85.0,96.0,-11.0,11.0
major,5,0.373,Major_5,18.472,PZ17,Ribozyme,RMSD,True,False,major_5,71.0,94.0,-23.0,23.0
major,6,0.342,Major_6,14.874,PZ17,Ribozyme,RMSD,True,False,major_6,87.0,48.0,39.0,39.0
major,7,0.308,Major_7,16.43,PZ17,Ribozyme,RMSD,True,False,major_7,102.0,71.0,31.0,31.0
major,8,0.318,Major_8,16.652,PZ17,Ribozyme,RMSD,True,False,major_8,101.0,78.0,23.0,23.0
major,9,0.293,Major_9,16.526,PZ17,Ribozyme,RMSD,True,False,major_9,105.0,73.0,32.0,32.0
rnacomposeras1,1,0.341,RNAComposerAS1_1,18.791,PZ17,Ribozyme,RMSD,True,False,rnacomposeras1_1,88.0,97.0,-9.0,9.0
rnacomposeras1,10,0.34,RNAComposerAS1_10,18.443,PZ17,Ribozyme,RMSD,True,False,rnacomposeras1_10,90.0,93.0,-3.0,3.0
rnacomposeras1,2,0.273,RNAComposerAS1_2,21.521,PZ17,Ribozyme,RMSD,True,False,rnacomposeras1_2,107.0,106.0,1.0,1.0
rnacomposeras1,3,0.355,RNAComposerAS1_3,17.867,PZ17,Ribozyme,RMSD,True,False,rnacomposeras1_3,83.0,91.0,-8.0,8.0
rnacomposeras1,4,0.325,RNAComposerAS1_4,20.027,PZ17,Ribozyme,RMSD,True,False,rnacomposeras1_4,97.0,103.0,-6.0,6.0
rnacomposeras1,5,0.348,RNAComposerAS1_5,19.938,PZ17,Ribozyme,RMSD,True,False,rnacomposeras1_5,86.0,102.0,-16.0,16.0
rnacomposeras1,6,0.32,RNAComposerAS1_6,18.93,PZ17,Ribozyme,RMSD,True,False,rnacomposeras1_6,100.0,98.0,2.0,2.0
rnacomposeras1,7,0.29,RNAComposerAS1_7,20.568,PZ17,Ribozyme,RMSD,True,False,rnacomposeras1_7,106.0,105.0,1.0,1.0
rnacomposeras1,8,0.34,RNAComposerAS1_8,17.607,PZ17,Ribozyme,RMSD,True,False,rnacomposeras1_8,90.0,90.0,0.0,0.0
rnacomposeras1,9,0.341,RNAComposerAS1_9,19.671,PZ17,Ribozyme,RMSD,True,False,rnacomposeras1_9,88.0,101.0,-13.0,13.0
rnacomposeras2,1,0.383,RNAComposerAS2_1,12.301,PZ17,Ribozyme,RMSD,True,False,rnacomposeras2_1,63.0,20.0,43.0,43.0
rnacomposeras2,10,0.34,RNAComposerAS2_10,15.586,PZ17,Ribozyme,RMSD,True,False,rnacomposeras2_10,90.0,58.0,32.0,32.0
rnacomposeras2,2,0.393,RNAComposerAS2_2,12.011,PZ17,Ribozyme,RMSD,True,False,rnacomposeras2_2,53.0,16.0,37.0,37.0
rnacomposeras2,3,0.391,RNAComposerAS2_3,11.913,PZ17,Ribozyme,RMSD,True,False,rnacomposeras2_3,54.0,15.0,39.0,39.0
rnacomposeras2,4,0.362,RNAComposerAS2_4,13.518,PZ17,Ribozyme,RMSD,True,False,rnacomposeras2_4,79.0,31.0,48.0,48.0
rnacomposeras2,5,0.363,RNAComposerAS2_5,12.558,PZ17,Ribozyme,RMSD,True,False,rnacomposeras2_5,78.0,23.0,55.0,55.0
rnacomposeras2,6,0.361,RNAComposerAS2_6,12.784,PZ17,Ribozyme,RMSD,True,False,rnacomposeras2_6,81.0,25.0,56.0,56.0
rnacomposeras2,7,0.375,RNAComposerAS2_7,12.823,PZ17,Ribozyme,RMSD,True,False,rnacomposeras2_7,68.0,26.0,42.0,42.0
rnacomposeras2,8,0.375,RNAComposerAS2_8,13.519,PZ17,Ribozyme,RMSD,True,False,rnacomposeras2_8,68.0,32.0,36.0,36.0
rnacomposeras2,9,0.338,RNAComposerAS2_9,16.096,PZ17,Ribozyme,RMSD,True,False,rnacomposeras2_9,94.0,67.0,27.0,27.0
simrnaas1,1,0.414,SimRNAAS1_1,15.613,PZ17,Ribozyme,RMSD,True,False,simrnaas1_1,46.0,61.0,-15.0,15.0
simrnaas1,2,0.448,SimRNAAS1_2,16.563,PZ17,Ribozyme,RMSD,True,False,simrnaas1_2,26.0,74.0,-48.0,48.0
simrnaas1,3,0.413,SimRNAAS1_3,16.971,PZ17,Ribozyme,RMSD,True,False,simrnaas1_3,47.0,83.0,-36.0,36.0
simrnaas1,4,0.438,SimRNAAS1_4,16.793,PZ17,Ribozyme,RMSD,True,False,simrnaas1_4,32.0,80.0,-48.0,48.0
simrnaas1,5,0.434,SimRNAAS1_5,17.011,PZ17,Ribozyme,RMSD,True,False,simrnaas1_5,35.0,84.0,-49.0,49.0
simrnaas1,6,0.441,SimRNAAS1_6,15.175,PZ17,Ribozyme,RMSD,True,False,simrnaas1_6,30.0,54.0,-24.0,24.0
simrnaas1,7,0.323,SimRNAAS1_7,19.061,PZ17,Ribozyme,RMSD,True,False,simrnaas1_7,98.0,100.0,-2.0,2.0
simrnaas1,8,0.413,SimRNAAS1_8,16.582,PZ17,Ribozyme,RMSD,True,False,simrnaas1_8,47.0,76.0,-29.0,29.0
simrnaas1,9,0.322,SimRNAAS1_9,20.485,PZ17,Ribozyme,RMSD,True,False,simrnaas1_9,99.0,104.0,-5.0,5.0
simrnaas2,1,0.57,SimRNAAS2_1,5.145,PZ17,Ribozyme,RMSD,True,False,simrnaas2_1,1.0,1.0,0.0,0.0
simrnaas2,2,0.42,SimRNAAS2_2,16.098,PZ17,Ribozyme,RMSD,True,False,simrnaas2_2,44.0,68.0,-24.0,24.0
simrnaas2,3,0.441,SimRNAAS2_3,15.588,PZ17,Ribozyme,RMSD,True,False,simrnaas2_3,30.0,59.0,-29.0,29.0
simrnaas2,4,0.422,SimRNAAS2_4,15.071,PZ17,Ribozyme,RMSD,True,False,simrnaas2_4,43.0,52.0,-9.0,9.0
simrnaas2,5,0.442,SimRNAAS2_5,18.588,PZ17,Ribozyme,RMSD,True,False,simrnaas2_5,29.0,95.0,-66.0,66.0
simrnaas2,6,0.437,SimRNAAS2_6,12.2,PZ17,Ribozyme,RMSD,True,False,simrnaas2_6,33.0,18.0,15.0,15.0
simrnaas2,7,0.496,SimRNAAS2_7,7.608,PZ17,Ribozyme,RMSD,True,False,simrnaas2_7,5.0,3.0,2.0,2.0
simrnaas2,8,0.472,SimRNAAS2_8,12.768,PZ17,Ribozyme,RMSD,True,False,simrnaas2_8,13.0,24.0,-11.0,11.0
simrnaas2,9,0.454,SimRNAAS2_9,14.285,PZ17,Ribozyme,RMSD,True,False,simrnaas2_9,22.0,38.0,-16.0,16.0
xiao,1,0.385,Xiao_1,15.023,PZ17,Ribozyme,RMSD,True,False,xiao_1,58.0,49.0,9.0,9.0
xiao,10,0.398,Xiao_10,15.533,PZ17,Ribozyme,RMSD,True,False,xiao_10,50.0,57.0,-7.0,7.0
xiao,2,0.413,Xiao_2,16.577,PZ17,Ribozyme,RMSD,True,False,xiao_2,47.0,75.0,-28.0,28.0
xiao,3,0.424,Xiao_3,15.508,PZ17,Ribozyme,RMSD,True,False,xiao_3,42.0,56.0,-14.0,14.0
xiao,4,0.354,Xiao_4,17.423,PZ17,Ribozyme,RMSD,True,False,xiao_4,84.0,88.0,-4.0,4.0
xiao,5,0.417,Xiao_5,14.562,PZ17,Ribozyme,RMSD,True,False,xiao_5,45.0,43.0,2.0,2.0
xiao,6,0.385,Xiao_6,17.207,PZ17,Ribozyme,RMSD,True,False,xiao_6,58.0,86.0,-28.0,28.0
xiao,7,0.375,Xiao_7,13.849,PZ17,Ribozyme,RMSD,True,False,xiao_7,68.0,33.0,35.0,35.0
xiao,8,0.387,Xiao_8,15.949,PZ17,Ribozyme,RMSD,True,False,xiao_8,57.0,63.0,-6.0,6.0
xiao,9,0.395,Xiao_9,14.076,PZ17,Ribozyme,RMSD,True,False,xiao_9,51.0,37.0,14.0,14.0
3drna,1,0.506,3dRNA_1,18.821,PZ18,Viral element,RMSD,True,False,3drna_1,33.0,41.0,-8.0,8.0
3drna,2,0.529,3dRNA_2,19.207,PZ18,Viral element,RMSD,True,False,3drna_2,30.0,43.0,-13.0,13.0
3drna,3,0.489,3dRNA_3,20.287,PZ18,Viral element,RMSD,True,False,3drna_3,34.0,45.0,-11.0,11.0
3drna,4,0.531,3dRNA_4,12.449,PZ18,Viral element,RMSD,True,False,3drna_4,29.0,27.0,2.0,2.0
3drna,5,0.469,3dRNA_5,24.091,PZ18,Viral element,RMSD,True,False,3drna_5,42.0,59.0,-17.0,17.0
chen,1,0.652,Chen_1,3.74,PZ18,Viral element,RMSD,True,False,chen_1,12.0,2.0,10.0,10.0
chen,2,0.653,Chen_2,6.636,PZ18,Viral element,RMSD,True,False,chen_2,11.0,10.0,1.0,1.0
chen,3,0.578,Chen_3,9.165,PZ18,Viral element,RMSD,True,False,chen_3,18.0,14.0,4.0,4.0
chen,4,0.56,Chen_4,9.273,PZ18,Viral element,RMSD,True,False,chen_4,19.0,17.0,2.0,2.0
chen,5,0.471,Chen_5,15.848,PZ18,Viral element,RMSD,True,False,chen_5,41.0,34.0,7.0,7.0
dasoriginal,1,0.778,DasORIGINAL_1,5.633,PZ18,Viral element,RMSD,True,False,dasoriginal_1,4.0,6.0,-2.0,2.0
dasoriginal,2,0.779,DasORIGINAL_2,4.034,PZ18,Viral element,RMSD,True,False,dasoriginal_2,3.0,4.0,-1.0,1.0
dasoriginal,3,0.78,DasORIGINAL_3,3.208,PZ18,Viral element,RMSD,True,False,dasoriginal_3,2.0,1.0,1.0,1.0
dasoriginal,4,0.739,DasORIGINAL_4,5.698,PZ18,Viral element,RMSD,True,False,dasoriginal_4,7.0,8.0,-1.0,1.0
dasoriginal,5,0.684,DasORIGINAL_5,10.904,PZ18,Viral element,RMSD,True,False,dasoriginal_5,9.0,23.0,-14.0,14.0
das,1,0.788,Das_1,5.496,PZ18,Viral element,RMSD,True,False,das_1,1.0,5.0,-4.0,4.0
das,2,0.778,Das_2,3.877,PZ18,Viral element,RMSD,True,False,das_2,4.0,3.0,1.0,1.0
das,3,0.778,Das_3,5.633,PZ18,Viral element,RMSD,True,False,das_3,4.0,6.0,-2.0,2.0
das,4,0.739,Das_4,5.698,PZ18,Viral element,RMSD,True,False,das_4,7.0,8.0,-1.0,1.0
das,5,0.684,Das_5,10.904,PZ18,Viral element,RMSD,True,False,das_5,9.0,23.0,-14.0,14.0
ding,1,0.456,Ding_1,20.28,PZ18,Viral element,RMSD,True,False,ding_1,47.0,44.0,3.0,3.0
ding,2,0.463,Ding_2,21.13,PZ18,Viral element,RMSD,True,False,ding_2,45.0,49.0,-4.0,4.0
ding,3,0.441,Ding_3,16.45,PZ18,Viral element,RMSD,True,False,ding_3,51.0,37.0,14.0,14.0
ding,4,0.344,Ding_4,24.924,PZ18,Viral element,RMSD,True,False,ding_4,60.0,62.0,-2.0,2.0
ding,5,0.458,Ding_5,16.148,PZ18,Viral element,RMSD,True,False,ding_5,46.0,35.0,11.0,11.0
dokholyan,1,0.486,Dokholyan_1,8.44,PZ18,Viral element,RMSD,True,False,dokholyan_1,37.0,12.0,25.0,25.0
dokholyan,2,0.532,Dokholyan_2,11.954,PZ18,Viral element,RMSD,True,False,dokholyan_2,28.0,26.0,2.0,2.0
dokholyan,3,0.486,Dokholyan_3,7.903,PZ18,Viral element,RMSD,True,False,dokholyan_3,37.0,11.0,26.0,26.0
leeas,1,0.412,LeeAS_1,23.172,PZ18,Viral element,RMSD,True,False,leeas_1,57.0,57.0,0.0,0.0
leeas,2,0.444,LeeAS_2,23.498,PZ18,Viral element,RMSD,True,False,leeas_2,50.0,58.0,-8.0,8.0
leeas,3,0.287,LeeAS_3,21.425,PZ18,Viral element,RMSD,True,False,leeas_3,62.0,53.0,9.0,9.0
leeas,4,0.429,LeeAS_4,18.918,PZ18,Viral element,RMSD,True,False,leeas_4,56.0,42.0,14.0,14.0
leeas,5,0.412,LeeAS_5,18.454,PZ18,Viral element,RMSD,True,False,leeas_5,57.0,39.0,18.0,18.0
lee,1,0.431,Lee_1,22.793,PZ18,Viral element,RMSD,True,False,lee_1,55.0,55.0,0.0,0.0
lee,2,0.465,Lee_2,21.159,PZ18,Viral element,RMSD,True,False,lee_2,44.0,51.0,-7.0,7.0
lee,3,0.31,Lee_3,21.421,PZ18,Viral element,RMSD,True,False,lee_3,61.0,52.0,9.0,9.0
lee,4,0.437,Lee_4,22.158,PZ18,Viral element,RMSD,True,False,lee_4,52.0,54.0,-2.0,2.0
lee,5,0.435,Lee_5,24.549,PZ18,Viral element,RMSD,True,False,lee_5,54.0,60.0,-6.0,6.0
rnacomposer,1,0.483,RNAComposer_1,20.737,PZ18,Viral element,RMSD,True,False,rnacomposer_1,40.0,47.0,-7.0,7.0
rnacomposer,2,0.487,RNAComposer_2,21.143,PZ18,Viral element,RMSD,True,False,rnacomposer_2,36.0,50.0,-14.0,14.0
rnacomposer,3,0.466,RNAComposer_3,20.619,PZ18,Viral element,RMSD,True,False,rnacomposer_3,43.0,46.0,-3.0,3.0
rnacomposer,4,0.485,RNAComposer_4,20.774,PZ18,Viral element,RMSD,True,False,rnacomposer_4,39.0,48.0,-9.0,9.0
rnacomposer,5,0.452,RNAComposer_5,15.211,PZ18,Viral element,RMSD,True,False,rnacomposer_5,48.0,32.0,16.0,16.0
rw3d,1,0.539,RW3D_1,16.346,PZ18,Viral element,RMSD,True,False,rw3d_1,26.0,36.0,-10.0,10.0
rw3d,10,0.547,RW3D_10,13.383,PZ18,Viral element,RMSD,True,False,rw3d_10,24.0,30.0,-6.0,6.0
rw3d,2,0.557,RW3D_2,9.82,PZ18,Viral element,RMSD,True,False,rw3d_2,21.0,19.0,2.0,2.0
rw3d,3,0.547,RW3D_3,12.49,PZ18,Viral element,RMSD,True,False,rw3d_3,24.0,28.0,-4.0,4.0
rw3d,4,0.554,RW3D_4,11.509,PZ18,Viral element,RMSD,True,False,rw3d_4,22.0,25.0,-3.0,3.0
rw3d,5,0.534,RW3D_5,13.362,PZ18,Viral element,RMSD,True,False,rw3d_5,27.0,29.0,-2.0,2.0
rw3d,6,0.552,RW3D_6,10.342,PZ18,Viral element,RMSD,True,False,rw3d_6,23.0,21.0,2.0,2.0
rw3d,7,0.56,RW3D_7,14.957,PZ18,Viral element,RMSD,True,False,rw3d_7,19.0,31.0,-12.0,12.0
rw3d,8,0.51,RW3D_8,15.707,PZ18,Viral element,RMSD,True,False,rw3d_8,32.0,33.0,-1.0,1.0
rw3d,9,0.489,RW3D_9,17.208,PZ18,Viral element,RMSD,True,False,rw3d_9,34.0,38.0,-4.0,4.0
szachniuk,1,0.591,Szachniuk_1,9.433,PZ18,Viral element,RMSD,True,False,szachniuk_1,13.0,18.0,-5.0,5.0
szachniuk,2,0.59,Szachniuk_2,9.222,PZ18,Viral element,RMSD,True,False,szachniuk_2,15.0,15.0,0.0,0.0
szachniuk,3,0.583,Szachniuk_3,9.262,PZ18,Viral element,RMSD,True,False,szachniuk_3,17.0,16.0,1.0,1.0
szachniuk,4,0.585,Szachniuk_4,10.833,PZ18,Viral element,RMSD,True,False,szachniuk_4,16.0,22.0,-6.0,6.0
szachniuk,5,0.591,Szachniuk_5,9.082,PZ18,Viral element,RMSD,True,False,szachniuk_5,13.0,13.0,0.0,0.0
yagoubali,1,0.449,YagoubAli_1,18.636,PZ18,Viral element,RMSD,True,False,yagoubali_1,49.0,40.0,9.0,9.0
simrna,1,0.38,simRNA_1,23.141,PZ18,Viral element,RMSD,True,False,simrna_1,59.0,56.0,3.0,3.0
simrna,2,0.52,simRNA_2,10.277,PZ18,Viral element,RMSD,True,False,simrna_2,31.0,20.0,11.0,11.0
simrna,3,0.436,simRNA_3,24.633,PZ18,Viral element,RMSD,True,False,simrna_3,53.0,61.0,-8.0,8.0
3drna,1,0.472,3dRNA_1,15.021,PZ19,Ribozyme,RMSD,True,False,3drna_1,31.0,32.0,-1.0,1.0
3drna,2,0.491,3dRNA_2,13.239,PZ19,Ribozyme,RMSD,True,False,3drna_2,23.0,23.0,0.0,0.0
3drna,3,0.476,3dRNA_3,15.41,PZ19,Ribozyme,RMSD,True,False,3drna_3,29.0,37.0,-8.0,8.0
3drna,4,0.452,3dRNA_4,13.139,PZ19,Ribozyme,RMSD,True,False,3drna_4,37.0,22.0,15.0,15.0
3drna,5,0.489,3dRNA_5,15.012,PZ19,Ribozyme,RMSD,True,False,3drna_5,24.0,31.0,-7.0,7.0
adamiak,1,0.5,Adamiak_1,11.203,PZ19,Ribozyme,RMSD,True,False,adamiak_1,18.0,15.0,3.0,3.0
adamiak,2,0.452,Adamiak_2,16.986,PZ19,Ribozyme,RMSD,True,False,adamiak_2,37.0,50.0,-13.0,13.0
adamiak,3,0.432,Adamiak_3,13.99,PZ19,Ribozyme,RMSD,True,False,adamiak_3,41.0,26.0,15.0,15.0
adamiak,4,0.484,Adamiak_4,12.268,PZ19,Ribozyme,RMSD,True,False,adamiak_4,25.0,17.0,8.0,8.0
adamiak,5,0.482,Adamiak_5,9.822,PZ19,Ribozyme,RMSD,True,False,adamiak_5,26.0,6.0,20.0,20.0
bujnicki,1,0.532,Bujnicki_1,13.734,PZ19,Ribozyme,RMSD,True,False,bujnicki_1,6.0,24.0,-18.0,18.0
bujnicki,2,0.53,Bujnicki_2,10.183,PZ19,Ribozyme,RMSD,True,False,bujnicki_2,7.0,8.0,-1.0,1.0
bujnicki,3,0.518,Bujnicki_3,15.737,PZ19,Ribozyme,RMSD,True,False,bujnicki_3,14.0,40.0,-26.0,26.0
bujnicki,4,0.476,Bujnicki_4,14.758,PZ19,Ribozyme,RMSD,True,False,bujnicki_4,29.0,29.0,0.0,0.0
bujnicki,5,0.468,Bujnicki_5,16.46,PZ19,Ribozyme,RMSD,True,False,bujnicki_5,33.0,45.0,-12.0,12.0
