Case_id,Lab,Num,gGSP
PZ10tRNA,dokholyan,2,4.389
PZ10tRNA,dokholyan,3,4.445
PZ10tRNA,dokholyan,4,4.604
PZ10tRNA,dokholyan,5,4.445
PZ10tRNA,dokholyan,6,4.468
PZ10tRNA,dokholyan,7,4.187
PZ10tRNA,dokholyan,8,4.458
PZ10tRNA,dokholyan,9,4.548
PZ11,nmr,1,78.914
PZ11,adamiak,10,48.061
PZ11,adamiak,1,54.18
PZ11,adamiak,2,41.189
PZ11,adamiak,3,53.473
PZ11,adamiak,4,29.618
PZ11,adamiak,5,55.147
PZ11,adamiak,6,58.997
PZ11,adamiak,7,69.689
PZ11,adamiak,8,39.039
PZ11,adamiak,9,41.324
PZ11,bujnicki,10,45.496
PZ11,bujnicki,1,79.894
PZ11,bujnicki,2,41.101
PZ11,bujnicki,3,58.895
PZ11,bujnicki,4,56.269
PZ11,bujnicki,5,50.586
PZ11,bujnicki,6,52.121
PZ11,bujnicki,7,48.781
PZ11,bujnicki,8,50.286
PZ11,bujnicki,9,88.984
PZ11,chen,10,72.829
PZ11,chen,1,90.593
PZ11,chen,2,49.488
PZ11,chen,3,100.0
PZ11,chen,4,68.144
PZ11,chen,5,63.793
PZ11,chen,6,80.965
PZ11,chen,7,71.615
PZ11,chen,8,56.154
PZ11,chen,9,71.436
PZ11,das,10,52.544
PZ11,das,1,84.66
PZ11,das,2,70.875
PZ11,das,3,70.912
PZ11,das,4,87.256
PZ11,das,5,77.014
PZ11,das,6,64.716
PZ11,das,7,71.396
PZ11,das,8,58.104
PZ11,das,9,46.902
PZ11,ding,10,43.856
PZ11,ding,1,70.006
PZ11,ding,2,45.252
PZ11,ding,3,41.206
PZ11,ding,4,60.927
PZ11,ding,5,60.913
PZ11,ding,6,54.748
PZ11,ding,7,59.071
PZ11,ding,8,51.07
PZ11,ding,9,62.053
PZ11,xiao,1,46.273
PZ11,xiao,2,48.734
PZ11,xiao,3,46.946
PZ11NMR,bujnicki,10,46.973
PZ11NMR,bujnicki,1,58.804
PZ11NMR,bujnicki,2,40.527
PZ11NMR,bujnicki,3,56.884
PZ11NMR,bujnicki,4,56.33
PZ11NMR,bujnicki,5,46.388
PZ11NMR,bujnicki,6,44.813
PZ11NMR,bujnicki,7,47.612
PZ11NMR,bujnicki,8,45.8
PZ11NMR,bujnicki,9,69.432
PZ11NMR,chen,10,63.259
PZ11NMR,chen,1,62.539
PZ11NMR,chen,2,54.389
PZ11NMR,chen,3,60.112
PZ11NMR,chen,4,55.66
PZ11NMR,chen,5,65.565
PZ11NMR,chen,6,66.224
PZ11NMR,chen,7,54.89
PZ11NMR,chen,8,56.965
PZ11NMR,chen,9,60.778
PZ11NMR,das,10,91.769
PZ11NMR,das,1,61.241
PZ11NMR,das,2,62.972
PZ11NMR,das,3,56.516
PZ11NMR,das,4,58.99
PZ11NMR,das,5,68.059
PZ11NMR,das,6,53.01
PZ11NMR,das,7,58.875
PZ11NMR,das,8,52.845
PZ11NMR,das,9,38.167
PZ11NMR,ding,10,48.579
PZ11NMR,ding,1,53.5
PZ11NMR,ding,2,45.976
PZ11NMR,ding,3,48.545
PZ11NMR,ding,4,53.365
PZ11NMR,ding,5,56.992
PZ11NMR,ding,6,53.656
PZ11NMR,ding,7,55.687
PZ11NMR,ding,8,62.512
PZ11NMR,ding,9,49.539
PZ11NMR,adamiak,10,41.815
PZ11NMR,adamiak,1,45.976
PZ11NMR,adamiak,2,33.195
PZ11NMR,adamiak,3,45.198
PZ11NMR,adamiak,4,36.643
PZ11NMR,adamiak,5,87.006
PZ11NMR,adamiak,6,47.615
PZ11NMR,adamiak,7,56.191
PZ11NMR,adamiak,8,42.23
PZ11NMR,adamiak,9,44.191
PZ11NMR,xiao,1,42.724
PZ11NMR,xiao,2,44.931
PZ11NMR,xiao,3,44.103
PZ12,adamiak,1,17.226
PZ12,adamiak,2,17.096
PZ12,adamiak,3,16.888
PZ12,bujnicki,10,22.263
PZ12,bujnicki,1,15.241
PZ12,bujnicki,2,17.361
PZ12,bujnicki,3,24.131
PZ12,bujnicki,4,23.803
PZ12,bujnicki,5,22.85
PZ12,bujnicki,6,21.987
PZ12,bujnicki,7,19.945
PZ12,bujnicki,8,22.935
PZ12,bujnicki,9,17.884
PZ12,chen,10,10.205
PZ12,chen,1,13.501
PZ12,chen,2,12.821
PZ12,chen,3,13.125
PZ12,chen,4,13.193
PZ12,chen,5,11.483
PZ12,chen,6,11.88
PZ12,chen,7,11.398
PZ12,chen,8,13.163
PZ12,chen,9,13.122
PZ12,das,10,17.428
PZ12,das,1,23.942
PZ12,das,2,25.761
PZ12,das,3,22.683
PZ12,das,4,20.964
PZ12,das,5,25.6
PZ12,das,6,23.199
PZ12,das,7,22.986
PZ12,das,8,23.685
PZ12,das,9,18.85
PZ12,ding,10,21.848
PZ12,ding,11,25.737
PZ12,ding,12,22.591
PZ12,ding,1,21.547
PZ12,ding,2,19.093
PZ12,ding,3,21.572
PZ12,ding,4,20.892
PZ12,ding,5,18.815
PZ12,ding,6,21.022
PZ12,ding,7,20.482
PZ12,ding,8,22.226
PZ12,ding,9,18.817
PZ12,kevin,1,16.572
PZ12,kevin,2,16.374
PZ12,kevin,3,14.724
PZ12,xiao,1,7.72
PZ12,xiao,2,7.636
PZ12,xiao,3,8.285
PZ13,adamiak,1,12.874
PZ13,bujnicki,10,9.075
PZ13,bujnicki,1,14.467
PZ13,bujnicki,2,11.683
PZ13,bujnicki,3,23.59
PZ13,bujnicki,4,13.176
PZ13,bujnicki,5,12.726
PZ13,bujnicki,6,12.232
PZ13,bujnicki,7,11.426
PZ13,bujnicki,8,14.303
PZ13,bujnicki,9,8.805
PZ13,chen,1,12.685
PZ13,chen,2,16.474
PZ13,chen,3,17.505
PZ13,chen,4,13.285
PZ13,chen,5,19.724
PZ13,chen,6,12.264
PZ13,chen,7,12.126
PZ13,chen,8,11.024
PZ13,chen,9,11.313
PZ13,das,10,13.41
PZ13,das,1,27.036
PZ13,das,2,38.565
PZ13,das,3,24.666
PZ13,das,4,24.987
PZ13,das,5,14.464
PZ13,das,6,12.759
PZ13,das,7,37.116
PZ13,das,8,13.809
PZ13,das,9,14.489
PZ13,ding,10,12.193
PZ13,ding,1,13.06
PZ13,ding,2,12.681
PZ13,ding,3,13.426
PZ13,ding,4,12.177
PZ13,ding,5,11.423
PZ13,ding,6,12.479
PZ13,ding,7,13.08
PZ13,ding,8,12.601
PZ13,ding,9,11.702
PZ13,dokholyan,1,10.832
PZ13,dokholyan,2,11.48
PZ13,dokholyan,3,4.069
PZ13,dokholyan,4,3.943
PZ13,dokholyan,5,11.805
PZ13,xiao,10,3.658
PZ13,xiao,1,5.591
PZ13,xiao,2,2.309
PZ13,xiao,3,3.622
PZ13,xiao,4,3.937
PZ13,xiao,5,10.751
PZ13,xiao,6,3.722
PZ13,xiao,7,3.895
PZ13,xiao,8,3.423
PZ13,xiao,9,3.6
PZ14Bound,adamiakpostexp,1,31.635
PZ14Bound,adamiakpostexp,2,27.897
PZ14Bound,adamiakpreexp,1,31.946
PZ14Bound,adamiakpreexp,2,31.108
PZ14Bound,bujnickipostexp,1,30.311
PZ14Bound,bujnickipostexp,2,21.532
PZ14Bound,bujnickipostexp,3,14.849
PZ14Bound,bujnickipostexp,4,15.331
PZ14Bound,bujnickipostexp,5,26.83
PZ14Bound,bujnickipreexp,1,51.707
PZ14Bound,bujnickipreexp,2,68.35
PZ14Bound,bujnickipreexp,3,54.212
PZ14Bound,bujnickipreexp,4,53.918
PZ14Bound,bujnickipreexp,5,45.051
PZ14Bound,bujnickipreexp,6,46.75
PZ14Bound,bujnickipreexp,7,15.674
PZ14Bound,chenpostexp,10,30.967
PZ14Bound,chenpostexp,1,25.273
PZ14Bound,chenpostexp,2,35.771
PZ14Bound,chenpostexp,3,31.031
PZ14Bound,chenpostexp,4,32.73
PZ14Bound,chenpostexp,5,33.504
PZ14Bound,chenpostexp,6,26.615
PZ14Bound,chenpostexp,7,30.475
PZ14Bound,chenpostexp,8,35.189
PZ14Bound,chenpostexp,9,29.762
PZ14Bound,daspostexp,10,35.109
PZ14Bound,daspostexp,1,24.046
PZ14Bound,daspostexp,2,40.472
PZ14Bound,daspostexp,3,25.466
PZ14Bound,daspostexp,4,31.554
PZ14Bound,daspostexp,5,34.38
PZ14Bound,daspostexp,6,33.282
PZ14Bound,daspostexp,7,34.846
PZ14Bound,daspostexp,8,39.942
PZ14Bound,daspostexp,9,23.028
PZ14Bound,daspreexp,10,23.028
PZ14Bound,daspreexp,1,33.282
PZ14Bound,daspreexp,2,34.846
PZ14Bound,daspreexp,3,39.942
PZ14Bound,daspreexp,4,26.442
PZ14Bound,daspreexp,5,35.109
PZ14Bound,daspreexp,6,44.933
PZ14Bound,daspreexp,7,31.949
PZ14Bound,daspreexp,8,37.351
PZ14Bound,daspreexp,9,46.387
PZ14Bound,dingpostexp,10,22.107
PZ14Bound,dingpostexp,1,27.286
PZ14Bound,dingpostexp,2,28.764
PZ14Bound,dingpostexp,3,22.145
PZ14Bound,dingpostexp,4,23.918
PZ14Bound,dingpostexp,5,22.084
PZ14Bound,dingpostexp,6,26.224
PZ14Bound,dingpostexp,7,24.403
PZ14Bound,dingpostexp,8,30.029
PZ14Bound,dingpostexp,9,26.429
PZ14Bound,dingpreexp,1,25.684
PZ14Bound,dingpreexp,2,26.268
PZ14Bound,dingpreexp,3,29.403
PZ14Bound,dingpreexp,4,23.937
PZ14Bound,dingpreexp,5,24.38
PZ14Bound,dingpreexp,6,22.229
PZ14Bound,dingpreexp,7,24.627
PZ14Bound,dingpreexp,8,20.735
PZ14Free,bujnickipostexp,1,23.97
PZ14Free,bujnickipostexp,2,19.102
PZ14Free,bujnickipostexp,3,13.964
PZ14Free,bujnickipostexp,4,19.264
PZ14Free,bujnickipreexp,1,31.065
PZ14Free,bujnickipreexp,2,21.063
PZ14Free,bujnickipreexp,3,24.981
PZ14Free,bujnickipreexp,4,21.397
PZ14Free,chenpostexp,10,23.835
PZ14Free,chenpostexp,1,22.104
PZ14Free,chenpostexp,2,37.251
PZ14Free,chenpostexp,3,23.578
PZ14Free,chenpostexp,4,24.075
PZ14Free,chenpostexp,5,27.82
PZ14Free,chenpostexp,6,24.271
PZ14Free,chenpostexp,7,27.597
PZ14Free,chenpostexp,8,26.674
PZ14Free,chenpostexp,9,25.633
PZ14Free,daspostexp,10,30.048
PZ14Free,daspostexp,1,16.442
PZ14Free,daspostexp,2,58.348
PZ14Free,daspostexp,3,56.843
PZ14Free,daspostexp,4,28.682
PZ14Free,daspostexp,5,39.624
PZ14Free,daspostexp,6,55.694
PZ14Free,daspostexp,7,39.627
PZ14Free,daspostexp,8,24.342
PZ14Free,daspostexp,9,23.76
PZ14Free,daspreexp,10,23.76
PZ14Free,daspreexp,1,55.694
PZ14Free,daspreexp,2,39.627
PZ14Free,daspreexp,3,27.279
PZ14Free,daspreexp,4,24.342
PZ14Free,daspreexp,5,30.048
PZ14Free,daspreexp,6,16.442
PZ14Free,daspreexp,7,20.262
PZ14Free,daspreexp,8,25.559
PZ14Free,daspreexp,9,51.773
PZ14Free,dingpostexp,10,25.116
PZ14Free,dingpostexp,1,24.981
PZ14Free,dingpostexp,2,22.57
PZ14Free,dingpostexp,3,28.963
PZ14Free,dingpostexp,4,34.185
PZ14Free,dingpostexp,5,22.462
PZ14Free,dingpostexp,6,28.817
PZ14Free,dingpostexp,7,22.53
PZ14Free,dingpostexp,8,42.619
PZ14Free,dingpostexp,9,27.736
PZ14Free,dingpreexp,1,29.564
PZ14Free,dingpreexp,2,22.405
PZ14Free,dingpreexp,3,21.631
PZ14Free,dingpreexp,4,34.408
PZ15,3drnaas2,10,12.484
PZ15,3drnaas2,1,12.314
PZ15,3drnaas2,2,12.482
PZ15,3drnaas2,3,12.482
PZ15,3drnaas2,4,12.482
PZ15,3drnaas2,5,12.482
PZ15,3drnaas2,6,12.425
PZ15,3drnaas2,7,12.482
PZ15,3drnaas2,8,11.796
PZ15,3drnaas2,9,12.462
PZ15,adamiak,10,53.661
PZ15,adamiak,1,39.425
PZ15,adamiak,2,59.472
PZ15,adamiak,3,58.965
PZ15,adamiak,4,50.564
PZ15,adamiak,5,45.228
PZ15,adamiak,6,53.375
PZ15,adamiak,7,55.197
PZ15,adamiak,8,61.581
PZ15,adamiak,9,25.731
PZ15,chen,10,23.745
PZ15,chen,1,21.044
PZ15,chen,2,16.667
PZ15,chen,3,51.488
PZ15,chen,4,20.897
PZ15,chen,5,16.004
PZ15,chen,6,45.617
PZ15,chen,7,19.069
PZ15,chen,8,22.864
PZ15,chen,9,16.202
PZ15,rnacomposeras1,1,59.472
PZ15,rnacomposeras1,2,58.965
PZ15,rnacomposeras2,1,50.564
PZ15,rnacomposeras2,2,45.228
PZ15,rw3das1,10,12.176
PZ15,rw3das1,1,13.782
PZ15,rw3das1,2,13.757
PZ15,rw3das1,3,15.502
PZ15,rw3das1,4,15.556
PZ15,rw3das1,5,15.131
PZ15,rw3das1,6,15.196
PZ15,rw3das1,7,14.581
PZ15,rw3das1,8,13.349
PZ15,rw3das1,9,13.502
PZ15,rw3das2,10,24.476
PZ15,rw3das2,1,20.959
PZ15,rw3das2,2,16.465
PZ15,rw3das2,3,16.772
PZ15,rw3das2,4,21.778
PZ15,rw3das2,5,19.818
PZ15,rw3das2,6,16.287
PZ15,rw3das2,7,16.601
PZ15,rw3das2,8,17.248
PZ15,rw3das2,9,19.888
PZ15,simrnaas1,10,15.717
PZ15,simrnaas1,1,43.741
PZ15,simrnaas1,2,10.781
PZ15,simrnaas1,3,9.875
PZ15,simrnaas1,4,7.271
PZ15,simrnaas1,5,10.178
PZ15,simrnaas1,6,8.597
PZ15,simrnaas1,7,19.857
PZ15,simrnaas1,8,14.36
PZ15,simrnaas1,9,14.856
PZ15,simrnaas2,10,17.148
PZ15,simrnaas2,1,21.016
PZ15,simrnaas2,2,19.837
PZ15,simrnaas2,3,16.658
PZ15,simrnaas2,4,24.552
PZ15,simrnaas2,5,20.101
PZ15,simrnaas2,6,15.086
PZ15,simrnaas2,7,22.745
PZ15,simrnaas2,8,15.264
PZ15,simrnaas2,9,22.781
PZ15noend,3drnaas2,10,12.538
PZ15noend,3drnaas2,1,12.368
PZ15noend,3drnaas2,2,12.482
PZ15noend,3drnaas2,3,12.482
PZ15noend,3drnaas2,4,12.535
PZ15noend,3drnaas2,5,12.535
PZ15noend,3drnaas2,6,12.535
PZ15noend,3drnaas2,7,12.482
PZ15noend,3drnaas2,8,12.099
PZ15noend,3drnaas2,9,12.516
PZ15noend,adamiak,10,53.706
PZ15noend,adamiak,1,39.425
PZ15noend,adamiak,2,59.518
PZ15noend,adamiak,3,58.801
PZ15noend,adamiak,4,50.66
PZ15noend,adamiak,5,45.274
PZ15noend,adamiak,6,53.329
PZ15noend,adamiak,7,55.242
PZ15noend,adamiak,8,61.581
PZ15noend,adamiak,9,25.833
PZ15noend,chen,10,23.665
PZ15noend,chen,1,21.081
PZ15noend,chen,2,16.667
PZ15noend,chen,3,51.488
PZ15noend,chen,4,20.897
PZ15noend,chen,5,16.004
PZ15noend,chen,6,45.617
PZ15noend,chen,7,19.069
PZ15noend,chen,8,22.784
PZ15noend,chen,9,16.202
PZ15noend,rnacomposeras1,1,59.518
PZ15noend,rnacomposeras1,2,58.801
PZ15noend,rnacomposeras2,1,50.66
PZ15noend,rnacomposeras2,2,45.274
PZ15noend,rw3das1,10,12.176
PZ15noend,rw3das1,1,13.782
PZ15noend,rw3das1,2,13.757
PZ15noend,rw3das1,3,15.644
PZ15noend,rw3das1,4,15.556
PZ15noend,rw3das1,5,15.273
PZ15noend,rw3das1,6,15.196
PZ15noend,rw3das1,7,14.629
PZ15noend,rw3das1,8,13.397
PZ15noend,rw3das1,9,13.502
PZ15noend,rw3das2,10,24.476
PZ15noend,rw3das2,1,20.959
PZ15noend,rw3das2,2,16.508
PZ15noend,rw3das2,3,16.772
PZ15noend,rw3das2,4,21.778
PZ15noend,rw3das2,5,19.818
PZ15noend,rw3das2,6,16.287
PZ15noend,rw3das2,7,16.601
PZ15noend,rw3das2,8,17.248
PZ15noend,rw3das2,9,19.888
PZ15noend,simrnaas1,10,15.717
PZ15noend,simrnaas1,1,43.911
PZ15noend,simrnaas1,2,10.781
PZ15noend,simrnaas1,3,9.9
PZ15noend,simrnaas1,4,7.271
PZ15noend,simrnaas1,5,10.232
PZ15noend,simrnaas1,6,8.597
PZ15noend,simrnaas1,7,19.857
PZ15noend,simrnaas1,8,14.36
PZ15noend,simrnaas1,9,14.856
PZ15noend,simrnaas2,10,17.205
PZ15noend,simrnaas2,1,21.112
PZ15noend,simrnaas2,2,19.837
PZ15noend,simrnaas2,3,16.658
PZ15noend,simrnaas2,4,24.736
PZ15noend,simrnaas2,5,20.186
PZ15noend,simrnaas2,6,15.086
PZ15noend,simrnaas2,7,22.745
PZ15noend,simrnaas2,8,15.264
PZ15noend,simrnaas2,9,22.781
PZ15reconstruct,3drnaas2,10,14.55
PZ15reconstruct,3drnaas2,1,14.244
PZ15reconstruct,3drnaas2,2,14.768
PZ15reconstruct,3drnaas2,3,14.576
PZ15reconstruct,3drnaas2,4,14.805
PZ15reconstruct,3drnaas2,5,14.714
PZ15reconstruct,3drnaas2,6,14.513
PZ15reconstruct,3drnaas2,7,14.697
PZ15reconstruct,3drnaas2,8,13.896
PZ15reconstruct,3drnaas2,9,14.661
PZ15reconstruct,adamiak,10,80.367
PZ15reconstruct,adamiak,1,43.865
PZ15reconstruct,adamiak,2,66.539
PZ15reconstruct,adamiak,3,65.465
PZ15reconstruct,adamiak,4,55.352
PZ15reconstruct,adamiak,5,49.901
PZ15reconstruct,adamiak,6,58.041
PZ15reconstruct,adamiak,7,60.495
PZ15reconstruct,adamiak,8,89.323
PZ15reconstruct,adamiak,9,35.368
PZ15reconstruct,chen,10,26.34
PZ15reconstruct,chen,1,25.402
PZ15reconstruct,chen,2,20.815
PZ15reconstruct,chen,3,56.792
PZ15reconstruct,chen,4,24.779
PZ15reconstruct,chen,5,20.313
PZ15reconstruct,chen,6,50.734
PZ15reconstruct,chen,7,23.997
PZ15reconstruct,chen,8,25.912
PZ15reconstruct,chen,9,18.415
PZ15reconstruct,rnacomposeras1,1,66.539
PZ15reconstruct,rnacomposeras1,2,65.465
PZ15reconstruct,rnacomposeras2,1,55.352
PZ15reconstruct,rnacomposeras2,2,49.901
PZ15reconstruct,rw3das1,10,16.511
PZ15reconstruct,rw3das1,1,18.338
PZ15reconstruct,rw3das1,2,19.16
PZ15reconstruct,rw3das1,3,20.316
PZ15reconstruct,rw3das1,4,20.243
PZ15reconstruct,rw3das1,5,19.789
PZ15reconstruct,rw3das1,6,19.818
PZ15reconstruct,rw3das1,7,19.826
PZ15reconstruct,rw3das1,8,17.709
PZ15reconstruct,rw3das1,9,18.542
PZ15reconstruct,rw3das2,10,28.973
PZ15reconstruct,rw3das2,1,26.335
PZ15reconstruct,rw3das2,2,21.135
PZ15reconstruct,rw3das2,3,21.693
PZ15reconstruct,rw3das2,4,25.213
PZ15reconstruct,rw3das2,5,24.966
PZ15reconstruct,rw3das2,6,20.659
PZ15reconstruct,rw3das2,7,19.741
PZ15reconstruct,rw3das2,8,21.79
PZ15reconstruct,rw3das2,9,22.288
PZ15reconstruct,simrnaas1,10,20.328
PZ15reconstruct,simrnaas1,1,48.442
PZ15reconstruct,simrnaas1,2,8.787
PZ15reconstruct,simrnaas1,3,14.224
PZ15reconstruct,simrnaas1,4,5.67
PZ15reconstruct,simrnaas1,5,8.515
PZ15reconstruct,simrnaas1,6,13.561
PZ15reconstruct,simrnaas1,7,24.739
PZ15reconstruct,simrnaas1,8,17.845
PZ15reconstruct,simrnaas1,9,19.245
PZ15reconstruct,simrnaas2,10,21.886
PZ15reconstruct,simrnaas2,1,26.74
PZ15reconstruct,simrnaas2,2,24.819
PZ15reconstruct,simrnaas2,3,21.373
PZ15reconstruct,simrnaas2,4,31.392
PZ15reconstruct,simrnaas2,5,23.391
PZ15reconstruct,simrnaas2,6,17.389
PZ15reconstruct,simrnaas2,7,29.134
PZ15reconstruct,simrnaas2,8,17.769
PZ15reconstruct,simrnaas2,9,29.633
PZ16a,3drnaas2,10,86.612
PZ16a,3drnaas2,1,42.275
PZ16a,3drnaas2,2,76.358
PZ16a,3drnaas2,3,76.358
PZ16a,3drnaas2,4,46.657
PZ16a,3drnaas2,5,80.625
PZ16a,3drnaas2,6,100.0
PZ16a,3drnaas2,7,100.0
PZ16a,3drnaas2,8,100.0
PZ16a,3drnaas2,9,86.612
PZ16a,chen,10,5.488
PZ16a,chen,1,100.0
PZ16a,chen,3,26.797
PZ16a,chen,4,30.8
PZ16a,chen,6,3.904
PZ16a,chen,7,3.368
PZ16a,chen,8,3.361
PZ16a,chen,9,4.16
PZ16a,lee,10,39.449
PZ16a,lee,1,93.313
PZ16a,lee,2,99.565
PZ16a,lee,3,97.895
PZ16a,lee,4,99.436
PZ16a,lee,5,48.227
PZ16a,lee,6,97.324
PZ16a,lee,7,98.558
PZ16a,lee,8,32.463
PZ16a,lee,9,27.917
PZ16a,rnacomposeras1,1,100.0
PZ16a,rnacomposeras1,2,100.0
PZ16a,rnacomposeras1,3,100.0
PZ16a,rnacomposeras1,4,100.0
PZ16a,rnacomposeras1,5,100.0
PZ16a,rnacomposeras1,6,100.0
PZ16a,rnacomposeras1,7,100.0
PZ16a,rnacomposeras1,8,100.0
PZ16a,rnacomposeras1,9,100.0
PZ16a,rnacomposeras2,10,100.0
PZ16a,rnacomposeras2,1,100.0
PZ16a,rnacomposeras2,2,93.121
PZ16a,rnacomposeras2,3,100.0
PZ16a,rnacomposeras2,4,100.0
PZ16a,rnacomposeras2,5,100.0
PZ16a,rnacomposeras2,6,100.0
PZ16a,rnacomposeras2,7,100.0
PZ16a,rnacomposeras2,8,100.0
PZ16a,rnacomposeras2,9,100.0
PZ16a,rw3das1,10,98.394
PZ16a,rw3das1,1,50.161
PZ16a,rw3das1,2,97.552
PZ16a,rw3das1,3,97.631
PZ16a,rw3das1,4,94.855
PZ16a,rw3das1,5,91.858
PZ16a,rw3das1,6,40.22
PZ16a,rw3das1,7,98.066
PZ16a,rw3das1,8,98.801
PZ16a,rw3das1,9,47.477
PZ16a,rw3das2,10,98.901
PZ16a,rw3das2,1,100.0
PZ16a,rw3das2,2,100.0
PZ16a,rw3das2,3,40.32
PZ16a,rw3das2,4,45.886
PZ16a,rw3das2,5,100.0
PZ16a,rw3das2,6,100.0
PZ16a,rw3das2,7,100.0
PZ16a,rw3das2,8,100.0
PZ16a,rw3das2,9,98.166
PZ16a,simrnaas1,1,95.875
PZ16a,simrnaas1,2,82.295
PZ16a,simrnaas1,3,28.045
PZ16a,simrnaas2,1,98.459
PZ16a,simrnaas2,2,87.533
PZ16a,simrnaas2,3,96.874
PZ16a,szachniuk,10,100.0
PZ16a,szachniuk,1,100.0
PZ16a,szachniuk,2,93.121
PZ16a,szachniuk,3,100.0
PZ16a,szachniuk,4,100.0
PZ16a,szachniuk,5,100.0
PZ16a,szachniuk,6,100.0
PZ16a,szachniuk,7,100.0
PZ16a,szachniuk,8,100.0
PZ16a,szachniuk,9,100.0
PZ16b,3drnaas2,10,100.0
PZ16b,3drnaas2,1,82.488
PZ16b,3drnaas2,2,86.334
PZ16b,3drnaas2,3,42.132
PZ16b,3drnaas2,4,82.402
PZ16b,3drnaas2,5,100.0
PZ16b,3drnaas2,6,100.0
PZ16b,3drnaas2,7,100.0
PZ16b,3drnaas2,8,48.341
PZ16b,3drnaas2,9,100.0
PZ16b,chen,10,3.575
PZ16b,chen,1,100.0
PZ16b,chen,2,26.925
PZ16b,chen,3,30.379
PZ16b,chen,4,3.582
PZ16b,chen,5,4.867
PZ16b,chen,6,5.202
PZ16b,chen,7,5.052
PZ16b,chen,8,4.917
PZ16b,chen,9,4.995
PZ16b,lee,10,100.0
PZ16b,lee,1,98.844
PZ16b,lee,2,100.0
PZ16b,lee,3,99.95
PZ16b,lee,4,98.651
PZ16b,lee,5,98.523
PZ16b,lee,6,100.0
PZ16b,lee,7,98.708
PZ16b,lee,8,99.822
PZ16b,lee,9,100.0
PZ16b,rnacomposeras1,10,100.0
PZ16b,rnacomposeras1,1,100.0
PZ16b,rnacomposeras1,2,100.0
PZ16b,rnacomposeras1,3,100.0
PZ16b,rnacomposeras1,4,100.0
PZ16b,rnacomposeras1,5,100.0
PZ16b,rnacomposeras1,6,100.0
PZ16b,rnacomposeras1,7,100.0
PZ16b,rnacomposeras1,8,100.0
PZ16b,rnacomposeras1,9,100.0
PZ16b,rnacomposeras2,10,100.0
PZ16b,rnacomposeras2,1,100.0
PZ16b,rnacomposeras2,2,100.0
PZ16b,rnacomposeras2,3,100.0
PZ16b,rnacomposeras2,4,100.0
PZ16b,rnacomposeras2,5,100.0
PZ16b,rnacomposeras2,6,100.0
PZ16b,rnacomposeras2,7,100.0
PZ16b,rnacomposeras2,8,100.0
PZ16b,rnacomposeras2,9,100.0
PZ16b,rw3das1,10,100.0
PZ16b,rw3das1,1,100.0
PZ16b,rw3das1,2,100.0
PZ16b,rw3das1,3,100.0
PZ16b,rw3das1,4,100.0
PZ16b,rw3das1,5,100.0
PZ16b,rw3das1,6,100.0
PZ16b,rw3das1,7,100.0
PZ16b,rw3das1,8,100.0
PZ16b,rw3das1,9,100.0
PZ16b,rw3das2,10,100.0
PZ16b,rw3das2,1,100.0
PZ16b,rw3das2,2,100.0
PZ16b,rw3das2,3,100.0
PZ16b,rw3das2,4,100.0
PZ16b,rw3das2,5,100.0
PZ16b,rw3das2,6,100.0
PZ16b,rw3das2,7,100.0
PZ16b,rw3das2,8,100.0
PZ16b,rw3das2,9,100.0
PZ16b,simrnaas1,1,98.865
PZ16b,simrnaas1,2,89.117
PZ16b,simrnaas1,3,98.801
PZ16b,simrnaas2,1,99.443
PZ16b,simrnaas2,2,99.108
PZ16b,simrnaas2,3,52.109
PZ16b,simrnaas2,4,99.515
PZ16b,simrnaas2,5,26.582
PZ16b,simrnaas2,6,98.951
PZ16b,simrnaas2,7,43.395
PZ16b,simrnaas2,8,99.072
PZ16b,simrnaas2,9,41.868
PZ16b,szachniuk,10,100.0
PZ16b,szachniuk,1,100.0
PZ16b,szachniuk,2,100.0
PZ16b,szachniuk,3,100.0
PZ16b,szachniuk,4,100.0
PZ16b,szachniuk,5,100.0
PZ16b,szachniuk,6,100.0
PZ16b,szachniuk,7,100.0
PZ16b,szachniuk,8,100.0
PZ16b,szachniuk,9,100.0
PZ17,adamiak,1,9.647
PZ17,adamiak,2,9.631
PZ17,adamiak,3,9.577
PZ17,bujnicki,10,11.448
PZ17,bujnicki,1,12.222
PZ17,bujnicki,2,11.448
PZ17,bujnicki,3,12.544
PZ17,bujnicki,4,11.391
PZ17,bujnicki,5,9.883
PZ17,bujnicki,6,10.102
PZ17,bujnicki,7,11.783
PZ17,bujnicki,8,12.162
PZ17,bujnicki,9,12.222
PZ17,chen,10,5.109
PZ17,chen,1,9.285
PZ17,chen,2,14.893
PZ17,chen,3,8.092
PZ17,chen,4,10.534
PZ17,chen,5,14.929
PZ17,chen,6,11.109
PZ17,chen,7,9.511
PZ17,chen,8,8.079
PZ17,chen,9,11.132
PZ17,dasextrainfo,1,14.786
PZ17,dasextrainfo,2,14.049
PZ17,dasextrainfo,3,14.524
PZ17,das,10,12.341
PZ17,das,1,28.978
PZ17,das,2,14.614
PZ17,das,3,11.953
PZ17,das,4,19.052
PZ17,das,5,12.365
PZ17,das,6,15.218
PZ17,das,7,16.946
PZ17,das,8,27.327
PZ17,das,9,16.132
PZ17,ding,10,8.956
PZ17,ding,1,8.026
PZ17,ding,2,6.578
PZ17,ding,3,7.734
PZ17,ding,4,7.73
