Target,Type,Lab,Num,gGSP,lddt,gsp_filename,target_pdb,model_pdb,mode,case_id,outlier
PZ14Bound,Riboswitch,daspreexp,10,23.028,0.61,14_DasPreExp_10_solution_14_DasPreExp_10_refined_C1'-gGSP.csv,14_DasPreExp_10_solution.pdb,14_DasPreExp_10_refined.pdb,refined_pair,PZ14Bound,True
PZ14Bound,Riboswitch,daspreexp,4,26.442,0.626,14_DasPreExp_4_solution_14_DasPreExp_4_refined_C1'-gGSP.csv,14_DasPreExp_4_solution.pdb,14_DasPreExp_4_refined.pdb,refined_pair,PZ14Bound,True
PZ14Bound,Riboswitch,dingpostexp,6,26.224,0.464,14_DingPostExp_6_solution_14_DingPostExp_6_refined_C1'-gGSP.csv,14_DingPostExp_6_solution.pdb,14_DingPostExp_6_refined.pdb,refined_pair,PZ14Bound,True
PZ14Bound,Riboswitch,dingpostexp,8,30.029,0.506,14_DingPostExp_8_solution_14_DingPostExp_8_refined_C1'-gGSP.csv,14_DingPostExp_8_solution.pdb,14_DingPostExp_8_refined.pdb,refined_pair,PZ14Bound,True
PZ14Free,Riboswitch,bujnickipreexp,2,21.063,0.629,14_BujnickiPreExp_2_solution_14_BujnickiPreExp_2_refined_C1'-gGSP.csv,14_BujnickiPreExp_2_solution.pdb,14_BujnickiPreExp_2_refined.pdb,refined_pair,PZ14Free,True
PZ14Free,Riboswitch,bujnickipreexp,3,24.981,0.663,14_BujnickiPreExp_3_solution_14_BujnickiPreExp_3_refined_C1'-gGSP.csv,14_BujnickiPreExp_3_solution.pdb,14_BujnickiPreExp_3_refined.pdb,refined_pair,PZ14Free,True
PZ14Free,Riboswitch,chenpostexp,10,23.835,0.438,14_ChenPostExp_10_solution_14_ChenPostExp_10_refined_C1'-gGSP.csv,14_ChenPostExp_10_solution.pdb,14_ChenPostExp_10_refined.pdb,refined_pair,PZ14Free,True
PZ14Free,Riboswitch,chenpostexp,6,24.271,0.431,14_ChenPostExp_6_solution_14_ChenPostExp_6_refined_C1'-gGSP.csv,14_ChenPostExp_6_solution.pdb,14_ChenPostExp_6_refined.pdb,refined_pair,PZ14Free,True
PZ14Free,Riboswitch,daspostexp,4,28.682,0.67,14_DasPostExp_4_solution_14_DasPostExp_4_refined_C1'-gGSP.csv,14_DasPostExp_4_solution.pdb,14_DasPostExp_4_refined.pdb,refined_pair,PZ14Free,True
PZ14Free,Riboswitch,daspostexp,5,39.624,0.676,14_DasPostExp_5_solution_14_DasPostExp_5_refined_C1'-gGSP.csv,14_DasPostExp_5_solution.pdb,14_DasPostExp_5_refined.pdb,refined_pair,PZ14Free,True
PZ14Free,Riboswitch,daspreexp,3,27.279,0.622,14_DasPreExp_3_solution_14_DasPreExp_3_refined_C1'-gGSP.csv,14_DasPreExp_3_solution.pdb,14_DasPreExp_3_refined.pdb,refined_pair,PZ14Free,True
PZ14Free,Riboswitch,daspreexp,8,25.559,0.649,14_DasPreExp_8_solution_14_DasPreExp_8_refined_C1'-gGSP.csv,14_DasPreExp_8_solution.pdb,14_DasPreExp_8_refined.pdb,refined_pair,PZ14Free,True
PZ14Free,Riboswitch,dingpostexp,10,25.116,0.463,14_DingPostExp_10_solution_14_DingPostExp_10_refined_C1'-gGSP.csv,14_DingPostExp_10_solution.pdb,14_DingPostExp_10_refined.pdb,refined_pair,PZ14Free,True
PZ14Free,Riboswitch,dingpostexp,8,42.619,0.473,14_DingPostExp_8_solution_14_DingPostExp_8_refined_C1'-gGSP.csv,14_DingPostExp_8_solution.pdb,14_DingPostExp_8_refined.pdb,refined_pair,PZ14Free,True
PZ14Free,Riboswitch,dingpostexp,9,27.736,0.413,14_DingPostExp_9_solution_14_DingPostExp_9_refined_C1'-gGSP.csv,14_DingPostExp_9_solution.pdb,14_DingPostExp_9_refined.pdb,refined_pair,PZ14Free,True
PZ14Free,Riboswitch,dingpreexp,1,29.564,0.467,14_DingPreExp_1_solution_14_DingPreExp_1_refined_C1'-gGSP.csv,14_DingPreExp_1_solution.pdb,14_DingPreExp_1_refined.pdb,refined_pair,PZ14Free,True
PZ15,Ribozyme,adamiak,8,61.581,0.588,15_solution_0_15_Adamiak_8_C1'-gGSP.csv,15_solution_0.pdb,15_Adamiak_8.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,chen,1,21.044,0.544,15_solution_0_15_Chen_1_C1'-gGSP.csv,15_solution_0.pdb,15_Chen_1.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,rw3das1,10,12.176,0.516,15_solution_0_15_RW3DAS1_10_C1'-gGSP.csv,15_solution_0.pdb,15_RW3DAS1_10.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,rw3das2,10,24.476,0.569,15_solution_0_15_RW3DAS2_10_C1'-gGSP.csv,15_solution_0.pdb,15_RW3DAS2_10.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,rw3das2,1,20.959,0.586,15_solution_0_15_RW3DAS2_1_C1'-gGSP.csv,15_solution_0.pdb,15_RW3DAS2_1.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,rw3das2,4,21.778,0.538,15_solution_0_15_RW3DAS2_4_C1'-gGSP.csv,15_solution_0.pdb,15_RW3DAS2_4.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,rw3das2,9,19.888,0.552,15_solution_0_15_RW3DAS2_9_C1'-gGSP.csv,15_solution_0.pdb,15_RW3DAS2_9.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,simrnaas1,10,15.717,0.031,15_solution_0_15_SimRNAAS1_10_C1'-gGSP.csv,15_solution_0.pdb,15_SimRNAAS1_10.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,simrnaas1,1,43.741,0.067,15_solution_0_15_SimRNAAS1_1_C1'-gGSP.csv,15_solution_0.pdb,15_SimRNAAS1_1.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,simrnaas1,2,10.781,0.018,15_solution_0_15_SimRNAAS1_2_C1'-gGSP.csv,15_solution_0.pdb,15_SimRNAAS1_2.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,simrnaas1,7,19.857,0.051,15_solution_0_15_SimRNAAS1_7_C1'-gGSP.csv,15_solution_0.pdb,15_SimRNAAS1_7.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,simrnaas1,8,14.36,0.057,15_solution_0_15_SimRNAAS1_8_C1'-gGSP.csv,15_solution_0.pdb,15_SimRNAAS1_8.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,simrnaas1,9,14.856,0.043,15_solution_0_15_SimRNAAS1_9_C1'-gGSP.csv,15_solution_0.pdb,15_SimRNAAS1_9.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,simrnaas2,10,17.148,0.049,15_solution_0_15_SimRNAAS2_10_C1'-gGSP.csv,15_solution_0.pdb,15_SimRNAAS2_10.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,simrnaas2,1,21.016,0.029,15_solution_0_15_SimRNAAS2_1_C1'-gGSP.csv,15_solution_0.pdb,15_SimRNAAS2_1.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,simrnaas2,2,19.837,0.066,15_solution_0_15_SimRNAAS2_2_C1'-gGSP.csv,15_solution_0.pdb,15_SimRNAAS2_2.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,simrnaas2,3,16.658,0.023,15_solution_0_15_SimRNAAS2_3_C1'-gGSP.csv,15_solution_0.pdb,15_SimRNAAS2_3.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,simrnaas2,4,24.552,0.092,15_solution_0_15_SimRNAAS2_4_C1'-gGSP.csv,15_solution_0.pdb,15_SimRNAAS2_4.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,simrnaas2,5,20.101,0.05,15_solution_0_15_SimRNAAS2_5_C1'-gGSP.csv,15_solution_0.pdb,15_SimRNAAS2_5.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,simrnaas2,6,15.086,0.02,15_solution_0_15_SimRNAAS2_6_C1'-gGSP.csv,15_solution_0.pdb,15_SimRNAAS2_6.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,simrnaas2,7,22.745,0.032,15_solution_0_15_SimRNAAS2_7_C1'-gGSP.csv,15_solution_0.pdb,15_SimRNAAS2_7.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,simrnaas2,8,15.264,0.018,15_solution_0_15_SimRNAAS2_8_C1'-gGSP.csv,15_solution_0.pdb,15_SimRNAAS2_8.pdb,fallback_pair,PZ15,True
PZ15,Ribozyme,simrnaas2,9,22.781,0.016,15_solution_0_15_SimRNAAS2_9_C1'-gGSP.csv,15_solution_0.pdb,15_SimRNAAS2_9.pdb,fallback_pair,PZ15,True
PZ15noend,Ribozyme,adamiak,8,61.581,0.589,PZ15noend_Adamiak_8_solution_PZ15noend_Adamiak_8_refined_C1'-gGSP.csv,PZ15noend_Adamiak_8_solution.pdb,PZ15noend_Adamiak_8_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,chen,1,21.081,0.544,PZ15noend_Chen_1_solution_PZ15noend_Chen_1_refined_C1'-gGSP.csv,PZ15noend_Chen_1_solution.pdb,PZ15noend_Chen_1_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,rw3das1,10,12.176,0.518,PZ15noend_RW3DAS1_10_solution_PZ15noend_RW3DAS1_10_refined_C1'-gGSP.csv,PZ15noend_RW3DAS1_10_solution.pdb,PZ15noend_RW3DAS1_10_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,rw3das1,5,15.273,0.544,PZ15noend_RW3DAS1_5_solution_PZ15noend_RW3DAS1_5_refined_C1'-gGSP.csv,PZ15noend_RW3DAS1_5_solution.pdb,PZ15noend_RW3DAS1_5_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,rw3das2,10,24.476,0.569,PZ15noend_RW3DAS2_10_solution_PZ15noend_RW3DAS2_10_refined_C1'-gGSP.csv,PZ15noend_RW3DAS2_10_solution.pdb,PZ15noend_RW3DAS2_10_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,rw3das2,1,20.959,0.586,PZ15noend_RW3DAS2_1_solution_PZ15noend_RW3DAS2_1_refined_C1'-gGSP.csv,PZ15noend_RW3DAS2_1_solution.pdb,PZ15noend_RW3DAS2_1_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,rw3das2,4,21.778,0.538,PZ15noend_RW3DAS2_4_solution_PZ15noend_RW3DAS2_4_refined_C1'-gGSP.csv,PZ15noend_RW3DAS2_4_solution.pdb,PZ15noend_RW3DAS2_4_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,rw3das2,9,19.888,0.552,PZ15noend_RW3DAS2_9_solution_PZ15noend_RW3DAS2_9_refined_C1'-gGSP.csv,PZ15noend_RW3DAS2_9_solution.pdb,PZ15noend_RW3DAS2_9_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,simrnaas1,10,15.717,0.031,PZ15noend_SimRNAAS1_10_solution_PZ15noend_SimRNAAS1_10_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS1_10_solution.pdb,PZ15noend_SimRNAAS1_10_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,simrnaas1,1,43.911,0.067,PZ15noend_SimRNAAS1_1_solution_PZ15noend_SimRNAAS1_1_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS1_1_solution.pdb,PZ15noend_SimRNAAS1_1_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,simrnaas1,4,7.271,0.053,PZ15noend_SimRNAAS1_4_solution_PZ15noend_SimRNAAS1_4_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS1_4_solution.pdb,PZ15noend_SimRNAAS1_4_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,simrnaas1,7,19.857,0.051,PZ15noend_SimRNAAS1_7_solution_PZ15noend_SimRNAAS1_7_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS1_7_solution.pdb,PZ15noend_SimRNAAS1_7_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,simrnaas1,8,14.36,0.057,PZ15noend_SimRNAAS1_8_solution_PZ15noend_SimRNAAS1_8_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS1_8_solution.pdb,PZ15noend_SimRNAAS1_8_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,simrnaas1,9,14.856,0.043,PZ15noend_SimRNAAS1_9_solution_PZ15noend_SimRNAAS1_9_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS1_9_solution.pdb,PZ15noend_SimRNAAS1_9_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,simrnaas2,10,17.205,0.049,PZ15noend_SimRNAAS2_10_solution_PZ15noend_SimRNAAS2_10_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS2_10_solution.pdb,PZ15noend_SimRNAAS2_10_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,simrnaas2,1,21.112,0.029,PZ15noend_SimRNAAS2_1_solution_PZ15noend_SimRNAAS2_1_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS2_1_solution.pdb,PZ15noend_SimRNAAS2_1_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,simrnaas2,2,19.837,0.066,PZ15noend_SimRNAAS2_2_solution_PZ15noend_SimRNAAS2_2_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS2_2_solution.pdb,PZ15noend_SimRNAAS2_2_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,simrnaas2,3,16.658,0.023,PZ15noend_SimRNAAS2_3_solution_PZ15noend_SimRNAAS2_3_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS2_3_solution.pdb,PZ15noend_SimRNAAS2_3_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,simrnaas2,4,24.736,0.092,PZ15noend_SimRNAAS2_4_solution_PZ15noend_SimRNAAS2_4_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS2_4_solution.pdb,PZ15noend_SimRNAAS2_4_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,simrnaas2,5,20.186,0.05,PZ15noend_SimRNAAS2_5_solution_PZ15noend_SimRNAAS2_5_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS2_5_solution.pdb,PZ15noend_SimRNAAS2_5_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,simrnaas2,6,15.086,0.02,PZ15noend_SimRNAAS2_6_solution_PZ15noend_SimRNAAS2_6_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS2_6_solution.pdb,PZ15noend_SimRNAAS2_6_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,simrnaas2,7,22.745,0.032,PZ15noend_SimRNAAS2_7_solution_PZ15noend_SimRNAAS2_7_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS2_7_solution.pdb,PZ15noend_SimRNAAS2_7_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,simrnaas2,8,15.264,0.018,PZ15noend_SimRNAAS2_8_solution_PZ15noend_SimRNAAS2_8_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS2_8_solution.pdb,PZ15noend_SimRNAAS2_8_refined.pdb,refined_pair,PZ15noend,True
PZ15noend,Ribozyme,simrnaas2,9,22.781,0.016,PZ15noend_SimRNAAS2_9_solution_PZ15noend_SimRNAAS2_9_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS2_9_solution.pdb,PZ15noend_SimRNAAS2_9_refined.pdb,refined_pair,PZ15noend,True
PZ15reconstruct,Ribozyme,adamiak,9,35.368,0.566,PZ15reconstruct_Adamiak_9_solution_PZ15reconstruct_Adamiak_9_refined_C1'-gGSP.csv,PZ15reconstruct_Adamiak_9_solution.pdb,PZ15reconstruct_Adamiak_9_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,rw3das1,10,16.511,0.548,PZ15reconstruct_RW3DAS1_10_solution_PZ15reconstruct_RW3DAS1_10_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS1_10_solution.pdb,PZ15reconstruct_RW3DAS1_10_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,rw3das2,10,28.973,0.6,PZ15reconstruct_RW3DAS2_10_solution_PZ15reconstruct_RW3DAS2_10_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS2_10_solution.pdb,PZ15reconstruct_RW3DAS2_10_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,rw3das2,1,26.335,0.616,PZ15reconstruct_RW3DAS2_1_solution_PZ15reconstruct_RW3DAS2_1_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS2_1_solution.pdb,PZ15reconstruct_RW3DAS2_1_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,simrnaas1,10,20.328,0.026,PZ15reconstruct_SimRNAAS1_10_solution_PZ15reconstruct_SimRNAAS1_10_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS1_10_solution.pdb,PZ15reconstruct_SimRNAAS1_10_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,simrnaas1,1,48.442,0.073,PZ15reconstruct_SimRNAAS1_1_solution_PZ15reconstruct_SimRNAAS1_1_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS1_1_solution.pdb,PZ15reconstruct_SimRNAAS1_1_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,simrnaas1,3,14.224,0.026,PZ15reconstruct_SimRNAAS1_3_solution_PZ15reconstruct_SimRNAAS1_3_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS1_3_solution.pdb,PZ15reconstruct_SimRNAAS1_3_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,simrnaas1,6,13.561,0.023,PZ15reconstruct_SimRNAAS1_6_solution_PZ15reconstruct_SimRNAAS1_6_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS1_6_solution.pdb,PZ15reconstruct_SimRNAAS1_6_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,simrnaas1,7,24.739,0.051,PZ15reconstruct_SimRNAAS1_7_solution_PZ15reconstruct_SimRNAAS1_7_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS1_7_solution.pdb,PZ15reconstruct_SimRNAAS1_7_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,simrnaas1,8,17.845,0.068,PZ15reconstruct_SimRNAAS1_8_solution_PZ15reconstruct_SimRNAAS1_8_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS1_8_solution.pdb,PZ15reconstruct_SimRNAAS1_8_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,simrnaas1,9,19.245,0.043,PZ15reconstruct_SimRNAAS1_9_solution_PZ15reconstruct_SimRNAAS1_9_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS1_9_solution.pdb,PZ15reconstruct_SimRNAAS1_9_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,simrnaas2,10,21.886,0.052,PZ15reconstruct_SimRNAAS2_10_solution_PZ15reconstruct_SimRNAAS2_10_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_10_solution.pdb,PZ15reconstruct_SimRNAAS2_10_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,simrnaas2,1,26.74,0.026,PZ15reconstruct_SimRNAAS2_1_solution_PZ15reconstruct_SimRNAAS2_1_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_1_solution.pdb,PZ15reconstruct_SimRNAAS2_1_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,simrnaas2,2,24.819,0.067,PZ15reconstruct_SimRNAAS2_2_solution_PZ15reconstruct_SimRNAAS2_2_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_2_solution.pdb,PZ15reconstruct_SimRNAAS2_2_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,simrnaas2,3,21.373,0.02,PZ15reconstruct_SimRNAAS2_3_solution_PZ15reconstruct_SimRNAAS2_3_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_3_solution.pdb,PZ15reconstruct_SimRNAAS2_3_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,simrnaas2,4,31.392,0.089,PZ15reconstruct_SimRNAAS2_4_solution_PZ15reconstruct_SimRNAAS2_4_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_4_solution.pdb,PZ15reconstruct_SimRNAAS2_4_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,simrnaas2,5,23.391,0.053,PZ15reconstruct_SimRNAAS2_5_solution_PZ15reconstruct_SimRNAAS2_5_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_5_solution.pdb,PZ15reconstruct_SimRNAAS2_5_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,simrnaas2,6,17.389,0.019,PZ15reconstruct_SimRNAAS2_6_solution_PZ15reconstruct_SimRNAAS2_6_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_6_solution.pdb,PZ15reconstruct_SimRNAAS2_6_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,simrnaas2,7,29.134,0.031,PZ15reconstruct_SimRNAAS2_7_solution_PZ15reconstruct_SimRNAAS2_7_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_7_solution.pdb,PZ15reconstruct_SimRNAAS2_7_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,simrnaas2,8,17.769,0.029,PZ15reconstruct_SimRNAAS2_8_solution_PZ15reconstruct_SimRNAAS2_8_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_8_solution.pdb,PZ15reconstruct_SimRNAAS2_8_refined.pdb,refined_pair,PZ15reconstruct,True
PZ15reconstruct,Ribozyme,simrnaas2,9,29.633,0.013,PZ15reconstruct_SimRNAAS2_9_solution_PZ15reconstruct_SimRNAAS2_9_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_9_solution.pdb,PZ15reconstruct_SimRNAAS2_9_refined.pdb,refined_pair,PZ15reconstruct,True
PZ16a,Synthetic construct,3drnaas2,1,42.275,0.719,PZ16a_3dRNAAS2_1_solution_PZ16a_3dRNAAS2_1_refined_C1'-gGSP.csv,PZ16a_3dRNAAS2_1_solution.pdb,PZ16a_3dRNAAS2_1_refined.pdb,refined_pair,PZ16a,True
PZ16a,Synthetic construct,3drnaas2,7,100.0,0.772,PZ16a_3dRNAAS2_7_solution_PZ16a_3dRNAAS2_7_refined_C1'-gGSP.csv,PZ16a_3dRNAAS2_7_solution.pdb,PZ16a_3dRNAAS2_7_refined.pdb,refined_pair,PZ16a,True
PZ16a,Synthetic construct,3drnaas2,8,100.0,0.772,PZ16a_3dRNAAS2_8_solution_PZ16a_3dRNAAS2_8_refined_C1'-gGSP.csv,PZ16a_3dRNAAS2_8_solution.pdb,PZ16a_3dRNAAS2_8_refined.pdb,refined_pair,PZ16a,True
PZ16a,Synthetic construct,rnacomposeras1,9,100.0,0.724,PZ16a_RNAComposerAS1_9_solution_PZ16a_RNAComposerAS1_9_refined_C1'-gGSP.csv,PZ16a_RNAComposerAS1_9_solution.pdb,PZ16a_RNAComposerAS1_9_refined.pdb,refined_pair,PZ16a,True
PZ16a,Synthetic construct,rnacomposeras2,1,100.0,0.747,PZ16a_RNAComposerAS2_1_solution_PZ16a_RNAComposerAS2_1_refined_C1'-gGSP.csv,PZ16a_RNAComposerAS2_1_solution.pdb,PZ16a_RNAComposerAS2_1_refined.pdb,refined_pair,PZ16a,True
PZ16a,Synthetic construct,rnacomposeras2,2,93.121,0.795,PZ16a_RNAComposerAS2_2_solution_PZ16a_RNAComposerAS2_2_refined_C1'-gGSP.csv,PZ16a_RNAComposerAS2_2_solution.pdb,PZ16a_RNAComposerAS2_2_refined.pdb,refined_pair,PZ16a,True
PZ16a,Synthetic construct,rnacomposeras2,3,100.0,0.752,PZ16a_RNAComposerAS2_3_solution_PZ16a_RNAComposerAS2_3_refined_C1'-gGSP.csv,PZ16a_RNAComposerAS2_3_solution.pdb,PZ16a_RNAComposerAS2_3_refined.pdb,refined_pair,PZ16a,True
PZ16a,Synthetic construct,rnacomposeras2,4,100.0,0.756,PZ16a_RNAComposerAS2_4_solution_PZ16a_RNAComposerAS2_4_refined_C1'-gGSP.csv,PZ16a_RNAComposerAS2_4_solution.pdb,PZ16a_RNAComposerAS2_4_refined.pdb,refined_pair,PZ16a,True
PZ16a,Synthetic construct,rnacomposeras2,5,100.0,0.758,PZ16a_RNAComposerAS2_5_solution_PZ16a_RNAComposerAS2_5_refined_C1'-gGSP.csv,PZ16a_RNAComposerAS2_5_solution.pdb,PZ16a_RNAComposerAS2_5_refined.pdb,refined_pair,PZ16a,True
PZ16a,Synthetic construct,rnacomposeras2,8,100.0,0.758,PZ16a_RNAComposerAS2_8_solution_PZ16a_RNAComposerAS2_8_refined_C1'-gGSP.csv,PZ16a_RNAComposerAS2_8_solution.pdb,PZ16a_RNAComposerAS2_8_refined.pdb,refined_pair,PZ16a,True
PZ16a,Synthetic construct,rw3das2,2,100.0,0.705,PZ16a_RW3DAS2_2_solution_PZ16a_RW3DAS2_2_refined_C1'-gGSP.csv,PZ16a_RW3DAS2_2_solution.pdb,PZ16a_RW3DAS2_2_refined.pdb,refined_pair,PZ16a,True
PZ16a,Synthetic construct,rw3das2,5,100.0,0.695,PZ16a_RW3DAS2_5_solution_PZ16a_RW3DAS2_5_refined_C1'-gGSP.csv,PZ16a_RW3DAS2_5_solution.pdb,PZ16a_RW3DAS2_5_refined.pdb,refined_pair,PZ16a,True
PZ16a,Synthetic construct,simrnaas1,1,95.875,0.069,PZ16a_simRNAAS1_1_solution_PZ16a_simRNAAS1_1_refined_C1'-gGSP.csv,PZ16a_simRNAAS1_1_solution.pdb,PZ16a_simRNAAS1_1_refined.pdb,refined_pair,PZ16a,True
PZ16a,Synthetic construct,simrnaas1,2,82.295,0.031,PZ16a_simRNAAS1_2_solution_PZ16a_simRNAAS1_2_refined_C1'-gGSP.csv,PZ16a_simRNAAS1_2_solution.pdb,PZ16a_simRNAAS1_2_refined.pdb,refined_pair,PZ16a,True
PZ16a,Synthetic construct,simrnaas1,3,28.045,0.007,PZ16a_simRNAAS1_3_solution_PZ16a_simRNAAS1_3_refined_C1'-gGSP.csv,PZ16a_simRNAAS1_3_solution.pdb,PZ16a_simRNAAS1_3_refined.pdb,refined_pair,PZ16a,True
PZ16a,Synthetic construct,simrnaas2,1,98.459,0.092,PZ16a_simRNAAS2_1_solution_PZ16a_simRNAAS2_1_refined_C1'-gGSP.csv,PZ16a_simRNAAS2_1_solution.pdb,PZ16a_simRNAAS2_1_refined.pdb,refined_pair,PZ16a,True
PZ16a,Synthetic construct,simrnaas2,2,87.533,0.009,PZ16a_simRNAAS2_2_solution_PZ16a_simRNAAS2_2_refined_C1'-gGSP.csv,PZ16a_simRNAAS2_2_solution.pdb,PZ16a_simRNAAS2_2_refined.pdb,refined_pair,PZ16a,True
