Target,Lab,Num,gGSP,lddt,gsp_filename,target_pdb,model_pdb,mode,case_id
PZ15noend,simrnaas2,4,24.736,0.092,PZ15noend_SimRNAAS2_4_solution_PZ15noend_SimRNAAS2_4_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS2_4_solution.pdb,PZ15noend_SimRNAAS2_4_refined.pdb,refined_pair,PZ15noend
PZ15noend,simrnaas2,5,20.186,0.05,PZ15noend_SimRNAAS2_5_solution_PZ15noend_SimRNAAS2_5_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS2_5_solution.pdb,PZ15noend_SimRNAAS2_5_refined.pdb,refined_pair,PZ15noend
PZ15noend,simrnaas2,6,15.086,0.02,PZ15noend_SimRNAAS2_6_solution_PZ15noend_SimRNAAS2_6_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS2_6_solution.pdb,PZ15noend_SimRNAAS2_6_refined.pdb,refined_pair,PZ15noend
PZ15noend,simrnaas2,7,22.745,0.032,PZ15noend_SimRNAAS2_7_solution_PZ15noend_SimRNAAS2_7_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS2_7_solution.pdb,PZ15noend_SimRNAAS2_7_refined.pdb,refined_pair,PZ15noend
PZ15noend,simrnaas2,8,15.264,0.018,PZ15noend_SimRNAAS2_8_solution_PZ15noend_SimRNAAS2_8_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS2_8_solution.pdb,PZ15noend_SimRNAAS2_8_refined.pdb,refined_pair,PZ15noend
PZ15noend,simrnaas2,9,22.781,0.016,PZ15noend_SimRNAAS2_9_solution_PZ15noend_SimRNAAS2_9_refined_C1'-gGSP.csv,PZ15noend_SimRNAAS2_9_solution.pdb,PZ15noend_SimRNAAS2_9_refined.pdb,refined_pair,PZ15noend
PZ15reconstruct,3drnaas2,10,14.55,0.394,PZ15reconstruct_3dRNAAS2_10_solution_PZ15reconstruct_3dRNAAS2_10_refined_C1'-gGSP.csv,PZ15reconstruct_3dRNAAS2_10_solution.pdb,PZ15reconstruct_3dRNAAS2_10_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,3drnaas2,1,14.244,0.391,PZ15reconstruct_3dRNAAS2_1_solution_PZ15reconstruct_3dRNAAS2_1_refined_C1'-gGSP.csv,PZ15reconstruct_3dRNAAS2_1_solution.pdb,PZ15reconstruct_3dRNAAS2_1_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,3drnaas2,2,14.768,0.404,PZ15reconstruct_3dRNAAS2_2_solution_PZ15reconstruct_3dRNAAS2_2_refined_C1'-gGSP.csv,PZ15reconstruct_3dRNAAS2_2_solution.pdb,PZ15reconstruct_3dRNAAS2_2_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,3drnaas2,3,14.576,0.389,PZ15reconstruct_3dRNAAS2_3_solution_PZ15reconstruct_3dRNAAS2_3_refined_C1'-gGSP.csv,PZ15reconstruct_3dRNAAS2_3_solution.pdb,PZ15reconstruct_3dRNAAS2_3_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,3drnaas2,4,14.805,0.398,PZ15reconstruct_3dRNAAS2_4_solution_PZ15reconstruct_3dRNAAS2_4_refined_C1'-gGSP.csv,PZ15reconstruct_3dRNAAS2_4_solution.pdb,PZ15reconstruct_3dRNAAS2_4_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,3drnaas2,5,14.714,0.393,PZ15reconstruct_3dRNAAS2_5_solution_PZ15reconstruct_3dRNAAS2_5_refined_C1'-gGSP.csv,PZ15reconstruct_3dRNAAS2_5_solution.pdb,PZ15reconstruct_3dRNAAS2_5_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,3drnaas2,6,14.513,0.388,PZ15reconstruct_3dRNAAS2_6_solution_PZ15reconstruct_3dRNAAS2_6_refined_C1'-gGSP.csv,PZ15reconstruct_3dRNAAS2_6_solution.pdb,PZ15reconstruct_3dRNAAS2_6_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,3drnaas2,7,14.697,0.396,PZ15reconstruct_3dRNAAS2_7_solution_PZ15reconstruct_3dRNAAS2_7_refined_C1'-gGSP.csv,PZ15reconstruct_3dRNAAS2_7_solution.pdb,PZ15reconstruct_3dRNAAS2_7_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,3drnaas2,8,13.896,0.395,PZ15reconstruct_3dRNAAS2_8_solution_PZ15reconstruct_3dRNAAS2_8_refined_C1'-gGSP.csv,PZ15reconstruct_3dRNAAS2_8_solution.pdb,PZ15reconstruct_3dRNAAS2_8_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,3drnaas2,9,14.661,0.397,PZ15reconstruct_3dRNAAS2_9_solution_PZ15reconstruct_3dRNAAS2_9_refined_C1'-gGSP.csv,PZ15reconstruct_3dRNAAS2_9_solution.pdb,PZ15reconstruct_3dRNAAS2_9_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,adamiak,10,80.367,0.619,PZ15reconstruct_Adamiak_10_solution_PZ15reconstruct_Adamiak_10_refined_C1'-gGSP.csv,PZ15reconstruct_Adamiak_10_solution.pdb,PZ15reconstruct_Adamiak_10_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,adamiak,1,43.865,0.56,PZ15reconstruct_Adamiak_1_solution_PZ15reconstruct_Adamiak_1_refined_C1'-gGSP.csv,PZ15reconstruct_Adamiak_1_solution.pdb,PZ15reconstruct_Adamiak_1_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,adamiak,2,66.539,0.802,PZ15reconstruct_Adamiak_2_solution_PZ15reconstruct_Adamiak_2_refined_C1'-gGSP.csv,PZ15reconstruct_Adamiak_2_solution.pdb,PZ15reconstruct_Adamiak_2_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,adamiak,3,65.465,0.79,PZ15reconstruct_Adamiak_3_solution_PZ15reconstruct_Adamiak_3_refined_C1'-gGSP.csv,PZ15reconstruct_Adamiak_3_solution.pdb,PZ15reconstruct_Adamiak_3_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,adamiak,4,55.352,0.632,PZ15reconstruct_Adamiak_4_solution_PZ15reconstruct_Adamiak_4_refined_C1'-gGSP.csv,PZ15reconstruct_Adamiak_4_solution.pdb,PZ15reconstruct_Adamiak_4_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,adamiak,5,49.901,0.606,PZ15reconstruct_Adamiak_5_solution_PZ15reconstruct_Adamiak_5_refined_C1'-gGSP.csv,PZ15reconstruct_Adamiak_5_solution.pdb,PZ15reconstruct_Adamiak_5_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,adamiak,6,58.041,0.647,PZ15reconstruct_Adamiak_6_solution_PZ15reconstruct_Adamiak_6_refined_C1'-gGSP.csv,PZ15reconstruct_Adamiak_6_solution.pdb,PZ15reconstruct_Adamiak_6_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,adamiak,7,60.495,0.641,PZ15reconstruct_Adamiak_7_solution_PZ15reconstruct_Adamiak_7_refined_C1'-gGSP.csv,PZ15reconstruct_Adamiak_7_solution.pdb,PZ15reconstruct_Adamiak_7_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,adamiak,8,89.323,0.616,PZ15reconstruct_Adamiak_8_solution_PZ15reconstruct_Adamiak_8_refined_C1'-gGSP.csv,PZ15reconstruct_Adamiak_8_solution.pdb,PZ15reconstruct_Adamiak_8_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,adamiak,9,35.368,0.566,PZ15reconstruct_Adamiak_9_solution_PZ15reconstruct_Adamiak_9_refined_C1'-gGSP.csv,PZ15reconstruct_Adamiak_9_solution.pdb,PZ15reconstruct_Adamiak_9_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,chen,10,26.34,0.452,PZ15reconstruct_Chen_10_solution_PZ15reconstruct_Chen_10_refined_C1'-gGSP.csv,PZ15reconstruct_Chen_10_solution.pdb,PZ15reconstruct_Chen_10_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,chen,1,25.402,0.56,PZ15reconstruct_Chen_1_solution_PZ15reconstruct_Chen_1_refined_C1'-gGSP.csv,PZ15reconstruct_Chen_1_solution.pdb,PZ15reconstruct_Chen_1_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,chen,2,20.815,0.532,PZ15reconstruct_Chen_2_solution_PZ15reconstruct_Chen_2_refined_C1'-gGSP.csv,PZ15reconstruct_Chen_2_solution.pdb,PZ15reconstruct_Chen_2_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,chen,3,56.792,0.711,PZ15reconstruct_Chen_3_solution_PZ15reconstruct_Chen_3_refined_C1'-gGSP.csv,PZ15reconstruct_Chen_3_solution.pdb,PZ15reconstruct_Chen_3_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,chen,4,24.779,0.525,PZ15reconstruct_Chen_4_solution_PZ15reconstruct_Chen_4_refined_C1'-gGSP.csv,PZ15reconstruct_Chen_4_solution.pdb,PZ15reconstruct_Chen_4_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,chen,5,20.313,0.54,PZ15reconstruct_Chen_5_solution_PZ15reconstruct_Chen_5_refined_C1'-gGSP.csv,PZ15reconstruct_Chen_5_solution.pdb,PZ15reconstruct_Chen_5_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,chen,6,50.734,0.565,PZ15reconstruct_Chen_6_solution_PZ15reconstruct_Chen_6_refined_C1'-gGSP.csv,PZ15reconstruct_Chen_6_solution.pdb,PZ15reconstruct_Chen_6_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,chen,7,23.997,0.535,PZ15reconstruct_Chen_7_solution_PZ15reconstruct_Chen_7_refined_C1'-gGSP.csv,PZ15reconstruct_Chen_7_solution.pdb,PZ15reconstruct_Chen_7_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,chen,8,25.912,0.458,PZ15reconstruct_Chen_8_solution_PZ15reconstruct_Chen_8_refined_C1'-gGSP.csv,PZ15reconstruct_Chen_8_solution.pdb,PZ15reconstruct_Chen_8_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,chen,9,18.415,0.472,PZ15reconstruct_Chen_9_solution_PZ15reconstruct_Chen_9_refined_C1'-gGSP.csv,PZ15reconstruct_Chen_9_solution.pdb,PZ15reconstruct_Chen_9_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rnacomposeras1,1,66.539,0.802,PZ15reconstruct_RNAComposerAS1_1_solution_PZ15reconstruct_RNAComposerAS1_1_refined_C1'-gGSP.csv,PZ15reconstruct_RNAComposerAS1_1_solution.pdb,PZ15reconstruct_RNAComposerAS1_1_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rnacomposeras1,2,65.465,0.79,PZ15reconstruct_RNAComposerAS1_2_solution_PZ15reconstruct_RNAComposerAS1_2_refined_C1'-gGSP.csv,PZ15reconstruct_RNAComposerAS1_2_solution.pdb,PZ15reconstruct_RNAComposerAS1_2_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rnacomposeras2,1,55.352,0.632,PZ15reconstruct_RNAComposerAS2_1_solution_PZ15reconstruct_RNAComposerAS2_1_refined_C1'-gGSP.csv,PZ15reconstruct_RNAComposerAS2_1_solution.pdb,PZ15reconstruct_RNAComposerAS2_1_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rnacomposeras2,2,49.901,0.606,PZ15reconstruct_RNAComposerAS2_2_solution_PZ15reconstruct_RNAComposerAS2_2_refined_C1'-gGSP.csv,PZ15reconstruct_RNAComposerAS2_2_solution.pdb,PZ15reconstruct_RNAComposerAS2_2_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das1,10,16.511,0.548,PZ15reconstruct_RW3DAS1_10_solution_PZ15reconstruct_RW3DAS1_10_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS1_10_solution.pdb,PZ15reconstruct_RW3DAS1_10_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das1,1,18.338,0.548,PZ15reconstruct_RW3DAS1_1_solution_PZ15reconstruct_RW3DAS1_1_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS1_1_solution.pdb,PZ15reconstruct_RW3DAS1_1_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das1,2,19.16,0.571,PZ15reconstruct_RW3DAS1_2_solution_PZ15reconstruct_RW3DAS1_2_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS1_2_solution.pdb,PZ15reconstruct_RW3DAS1_2_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das1,3,20.316,0.566,PZ15reconstruct_RW3DAS1_3_solution_PZ15reconstruct_RW3DAS1_3_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS1_3_solution.pdb,PZ15reconstruct_RW3DAS1_3_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das1,4,20.243,0.561,PZ15reconstruct_RW3DAS1_4_solution_PZ15reconstruct_RW3DAS1_4_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS1_4_solution.pdb,PZ15reconstruct_RW3DAS1_4_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das1,5,19.789,0.573,PZ15reconstruct_RW3DAS1_5_solution_PZ15reconstruct_RW3DAS1_5_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS1_5_solution.pdb,PZ15reconstruct_RW3DAS1_5_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das1,6,19.818,0.555,PZ15reconstruct_RW3DAS1_6_solution_PZ15reconstruct_RW3DAS1_6_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS1_6_solution.pdb,PZ15reconstruct_RW3DAS1_6_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das1,7,19.826,0.573,PZ15reconstruct_RW3DAS1_7_solution_PZ15reconstruct_RW3DAS1_7_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS1_7_solution.pdb,PZ15reconstruct_RW3DAS1_7_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das1,8,17.709,0.55,PZ15reconstruct_RW3DAS1_8_solution_PZ15reconstruct_RW3DAS1_8_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS1_8_solution.pdb,PZ15reconstruct_RW3DAS1_8_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das1,9,18.542,0.567,PZ15reconstruct_RW3DAS1_9_solution_PZ15reconstruct_RW3DAS1_9_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS1_9_solution.pdb,PZ15reconstruct_RW3DAS1_9_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das2,10,28.973,0.6,PZ15reconstruct_RW3DAS2_10_solution_PZ15reconstruct_RW3DAS2_10_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS2_10_solution.pdb,PZ15reconstruct_RW3DAS2_10_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das2,1,26.335,0.616,PZ15reconstruct_RW3DAS2_1_solution_PZ15reconstruct_RW3DAS2_1_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS2_1_solution.pdb,PZ15reconstruct_RW3DAS2_1_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das2,2,21.135,0.569,PZ15reconstruct_RW3DAS2_2_solution_PZ15reconstruct_RW3DAS2_2_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS2_2_solution.pdb,PZ15reconstruct_RW3DAS2_2_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das2,3,21.693,0.572,PZ15reconstruct_RW3DAS2_3_solution_PZ15reconstruct_RW3DAS2_3_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS2_3_solution.pdb,PZ15reconstruct_RW3DAS2_3_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das2,4,25.213,0.567,PZ15reconstruct_RW3DAS2_4_solution_PZ15reconstruct_RW3DAS2_4_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS2_4_solution.pdb,PZ15reconstruct_RW3DAS2_4_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das2,5,24.966,0.579,PZ15reconstruct_RW3DAS2_5_solution_PZ15reconstruct_RW3DAS2_5_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS2_5_solution.pdb,PZ15reconstruct_RW3DAS2_5_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das2,6,20.659,0.552,PZ15reconstruct_RW3DAS2_6_solution_PZ15reconstruct_RW3DAS2_6_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS2_6_solution.pdb,PZ15reconstruct_RW3DAS2_6_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das2,7,19.741,0.551,PZ15reconstruct_RW3DAS2_7_solution_PZ15reconstruct_RW3DAS2_7_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS2_7_solution.pdb,PZ15reconstruct_RW3DAS2_7_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das2,8,21.79,0.542,PZ15reconstruct_RW3DAS2_8_solution_PZ15reconstruct_RW3DAS2_8_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS2_8_solution.pdb,PZ15reconstruct_RW3DAS2_8_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,rw3das2,9,22.288,0.58,PZ15reconstruct_RW3DAS2_9_solution_PZ15reconstruct_RW3DAS2_9_refined_C1'-gGSP.csv,PZ15reconstruct_RW3DAS2_9_solution.pdb,PZ15reconstruct_RW3DAS2_9_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas1,10,20.328,0.026,PZ15reconstruct_SimRNAAS1_10_solution_PZ15reconstruct_SimRNAAS1_10_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS1_10_solution.pdb,PZ15reconstruct_SimRNAAS1_10_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas1,1,48.442,0.073,PZ15reconstruct_SimRNAAS1_1_solution_PZ15reconstruct_SimRNAAS1_1_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS1_1_solution.pdb,PZ15reconstruct_SimRNAAS1_1_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas1,2,8.787,0.018,PZ15reconstruct_SimRNAAS1_2_solution_PZ15reconstruct_SimRNAAS1_2_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS1_2_solution.pdb,PZ15reconstruct_SimRNAAS1_2_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas1,3,14.224,0.026,PZ15reconstruct_SimRNAAS1_3_solution_PZ15reconstruct_SimRNAAS1_3_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS1_3_solution.pdb,PZ15reconstruct_SimRNAAS1_3_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas1,4,5.67,0.053,PZ15reconstruct_SimRNAAS1_4_solution_PZ15reconstruct_SimRNAAS1_4_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS1_4_solution.pdb,PZ15reconstruct_SimRNAAS1_4_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas1,5,8.515,0.014,PZ15reconstruct_SimRNAAS1_5_solution_PZ15reconstruct_SimRNAAS1_5_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS1_5_solution.pdb,PZ15reconstruct_SimRNAAS1_5_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas1,6,13.561,0.023,PZ15reconstruct_SimRNAAS1_6_solution_PZ15reconstruct_SimRNAAS1_6_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS1_6_solution.pdb,PZ15reconstruct_SimRNAAS1_6_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas1,7,24.739,0.051,PZ15reconstruct_SimRNAAS1_7_solution_PZ15reconstruct_SimRNAAS1_7_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS1_7_solution.pdb,PZ15reconstruct_SimRNAAS1_7_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas1,8,17.845,0.068,PZ15reconstruct_SimRNAAS1_8_solution_PZ15reconstruct_SimRNAAS1_8_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS1_8_solution.pdb,PZ15reconstruct_SimRNAAS1_8_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas1,9,19.245,0.043,PZ15reconstruct_SimRNAAS1_9_solution_PZ15reconstruct_SimRNAAS1_9_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS1_9_solution.pdb,PZ15reconstruct_SimRNAAS1_9_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas2,10,21.886,0.052,PZ15reconstruct_SimRNAAS2_10_solution_PZ15reconstruct_SimRNAAS2_10_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_10_solution.pdb,PZ15reconstruct_SimRNAAS2_10_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas2,1,26.74,0.026,PZ15reconstruct_SimRNAAS2_1_solution_PZ15reconstruct_SimRNAAS2_1_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_1_solution.pdb,PZ15reconstruct_SimRNAAS2_1_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas2,2,24.819,0.067,PZ15reconstruct_SimRNAAS2_2_solution_PZ15reconstruct_SimRNAAS2_2_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_2_solution.pdb,PZ15reconstruct_SimRNAAS2_2_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas2,3,21.373,0.02,PZ15reconstruct_SimRNAAS2_3_solution_PZ15reconstruct_SimRNAAS2_3_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_3_solution.pdb,PZ15reconstruct_SimRNAAS2_3_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas2,4,31.392,0.089,PZ15reconstruct_SimRNAAS2_4_solution_PZ15reconstruct_SimRNAAS2_4_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_4_solution.pdb,PZ15reconstruct_SimRNAAS2_4_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas2,5,23.391,0.053,PZ15reconstruct_SimRNAAS2_5_solution_PZ15reconstruct_SimRNAAS2_5_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_5_solution.pdb,PZ15reconstruct_SimRNAAS2_5_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas2,6,17.389,0.019,PZ15reconstruct_SimRNAAS2_6_solution_PZ15reconstruct_SimRNAAS2_6_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_6_solution.pdb,PZ15reconstruct_SimRNAAS2_6_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas2,7,29.134,0.031,PZ15reconstruct_SimRNAAS2_7_solution_PZ15reconstruct_SimRNAAS2_7_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_7_solution.pdb,PZ15reconstruct_SimRNAAS2_7_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas2,8,17.769,0.029,PZ15reconstruct_SimRNAAS2_8_solution_PZ15reconstruct_SimRNAAS2_8_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_8_solution.pdb,PZ15reconstruct_SimRNAAS2_8_refined.pdb,refined_pair,PZ15reconstruct
PZ15reconstruct,simrnaas2,9,29.633,0.013,PZ15reconstruct_SimRNAAS2_9_solution_PZ15reconstruct_SimRNAAS2_9_refined_C1'-gGSP.csv,PZ15reconstruct_SimRNAAS2_9_solution.pdb,PZ15reconstruct_SimRNAAS2_9_refined.pdb,refined_pair,PZ15reconstruct
PZ16a,3drnaas2,10,86.612,0.699,PZ16a_3dRNAAS2_10_solution_PZ16a_3dRNAAS2_10_refined_C1'-gGSP.csv,PZ16a_3dRNAAS2_10_solution.pdb,PZ16a_3dRNAAS2_10_refined.pdb,refined_pair,PZ16a
PZ16a,3drnaas2,1,42.275,0.719,PZ16a_3dRNAAS2_1_solution_PZ16a_3dRNAAS2_1_refined_C1'-gGSP.csv,PZ16a_3dRNAAS2_1_solution.pdb,PZ16a_3dRNAAS2_1_refined.pdb,refined_pair,PZ16a
PZ16a,3drnaas2,2,76.358,0.676,PZ16a_3dRNAAS2_2_solution_PZ16a_3dRNAAS2_2_refined_C1'-gGSP.csv,PZ16a_3dRNAAS2_2_solution.pdb,PZ16a_3dRNAAS2_2_refined.pdb,refined_pair,PZ16a
PZ16a,3drnaas2,3,76.358,0.676,PZ16a_3dRNAAS2_3_solution_PZ16a_3dRNAAS2_3_refined_C1'-gGSP.csv,PZ16a_3dRNAAS2_3_solution.pdb,PZ16a_3dRNAAS2_3_refined.pdb,refined_pair,PZ16a
PZ16a,3drnaas2,4,46.657,0.727,PZ16a_3dRNAAS2_4_solution_PZ16a_3dRNAAS2_4_refined_C1'-gGSP.csv,PZ16a_3dRNAAS2_4_solution.pdb,PZ16a_3dRNAAS2_4_refined.pdb,refined_pair,PZ16a
PZ16a,3drnaas2,5,80.625,0.663,PZ16a_3dRNAAS2_5_solution_PZ16a_3dRNAAS2_5_refined_C1'-gGSP.csv,PZ16a_3dRNAAS2_5_solution.pdb,PZ16a_3dRNAAS2_5_refined.pdb,refined_pair,PZ16a
PZ16a,3drnaas2,6,100.0,0.792,PZ16a_3dRNAAS2_6_solution_PZ16a_3dRNAAS2_6_refined_C1'-gGSP.csv,PZ16a_3dRNAAS2_6_solution.pdb,PZ16a_3dRNAAS2_6_refined.pdb,refined_pair,PZ16a
PZ16a,3drnaas2,7,100.0,0.772,PZ16a_3dRNAAS2_7_solution_PZ16a_3dRNAAS2_7_refined_C1'-gGSP.csv,PZ16a_3dRNAAS2_7_solution.pdb,PZ16a_3dRNAAS2_7_refined.pdb,refined_pair,PZ16a
PZ16a,3drnaas2,8,100.0,0.772,PZ16a_3dRNAAS2_8_solution_PZ16a_3dRNAAS2_8_refined_C1'-gGSP.csv,PZ16a_3dRNAAS2_8_solution.pdb,PZ16a_3dRNAAS2_8_refined.pdb,refined_pair,PZ16a
PZ16a,3drnaas2,9,86.612,0.699,PZ16a_3dRNAAS2_9_solution_PZ16a_3dRNAAS2_9_refined_C1'-gGSP.csv,PZ16a_3dRNAAS2_9_solution.pdb,PZ16a_3dRNAAS2_9_refined.pdb,refined_pair,PZ16a
PZ16a,chen,10,5.488,0.307,PZ16a_Chen_10_solution_PZ16a_Chen_10_refined_C1'-gGSP.csv,PZ16a_Chen_10_solution.pdb,PZ16a_Chen_10_refined.pdb,refined_pair,PZ16a
PZ16a,chen,1,100.0,0.832,PZ16a_Chen_1_solution_PZ16a_Chen_1_refined_C1'-gGSP.csv,PZ16a_Chen_1_solution.pdb,PZ16a_Chen_1_refined.pdb,refined_pair,PZ16a
PZ16a,chen,3,26.797,0.49,PZ16a_Chen_3_solution_PZ16a_Chen_3_refined_C1'-gGSP.csv,PZ16a_Chen_3_solution.pdb,PZ16a_Chen_3_refined.pdb,refined_pair,PZ16a
PZ16a,chen,4,30.8,0.48,PZ16a_Chen_4_solution_PZ16a_Chen_4_refined_C1'-gGSP.csv,PZ16a_Chen_4_solution.pdb,PZ16a_Chen_4_refined.pdb,refined_pair,PZ16a
